"theta","phi","sum","Dmax1","Dmax2","d1","d2"
18.5,5.5,24,13.5016255785437,36.0705307007531,13.5016255785437,15.6298241733943
19,5.5,24.5,13.6159977064239,36.2329798081988,13.6159977064239,15.7789109526552
19.5,5.5,25,13.7223441709005,36.3890282689511,13.7223441709005,15.9192648223498
20,5.5,25.5,13.8210453378185,36.5390526638554,13.8210453378185,16.0512934897243
20.5,5.5,26,13.9124527302249,36.6834006074962,13.9124527302248,16.1753731160064
21,5.5,26.5,13.9968917607416,36.8223934808677,13.9968917607416,16.2918534044825
21.5,5.5,27,14.0746641602986,36.9563288604132,14.0746641602986,16.401058130052
22,5.5,27.5,14.1460501418712,37.0854826820799,14.1460501418712,16.5032893950967
22.5,5.5,28,14.2113103323458,37.2101111735094,14.2113103323458,16.598828574868
23,5.5,28.5,14.2706875009876,37.3304525828408,14.2706875009876,16.6879376464502
23.5,5.5,29,14.324408109057,37.4467287286719,14.324408109057,16.7708618924701
24,5.5,29.5,14.3726837017946,37.5591463923966,14.3726837017946,16.8478313086947
24.5,5.5,30,14.4157121611625,37.66789857131,14.4157121611625,16.9190606280648
25,5.5,30.5,14.4536788353203,37.7731656084561,14.4536788353203,16.9847524764573
25.5,5.5,31,14.4867575587527,37.8751162131363,14.4867575587527,17.0450966187837
26,5.5,31.5,14.5151115751955,37.9739083842261,14.5151115751955,17.100272149358
26.5,5.5,32,14.5388943739928,38.0696902469313,14.5388943739928,17.1504478313717
27,5.5,32.5,14.5582504492052,38.1626008123051,14.5582504492052,17.1957826189593
27.5,5.5,33,14.5733159896628,38.2527706677184,14.5733159896628,17.2364277234376
28,5.5,33.5,14.5842195071755,38.3403226054966,14.5842195071755,17.2725250531499
28.5,5.5,34,14.5910824092668,38.4253721960894,14.5910824092668,17.3042101879279
29,5.5,34.5,14.5940195220576,38.5080283113987,14.5940195220576,17.331611169412
29.5,5.5,35,14.593139568285,38.5883936032507,14.5931395682849,17.3548494511028
30,5.5,35.5,14.5885456048768,38.6665649414334,14.5885456048768,17.374041737469
5,6,11,4.84558546848004,26.7169304955237,4.84558546848003,5.60873883281784
5.5,6,11.5,5.58799054871494,27.4625640535743,5.58799054871494,6.43647056067747
6,6,12,6.26677947720936,28.1462611753114,6.26677947720936,7.19380864265592
6.5,6,12.5,6.8893850687828,28.7754543017765,6.8893850687828,7.88958045493783
7,6,13,7.46209681651551,29.3564324243836,7.46209681651551,8.53103983887831
7.5,6,13.5,7.99027264164493,29.8945528348537,7.99027264164493,9.12424333814904
8,6,14,8.47850526846658,30.3944075001636,8.47850526846658,9.67430764903078
8.5,6,14.5,8.93075417682214,30.8599550150918,8.93075417682214,10.1855970335011
9,6,15,9.3504511640688,31.294626164255,9.3504511640688,10.6618642371928
9.5,6,15.5,9.74058547567704,31.7014090527835,9.74058547567704,11.1063564079609
10,6,16,10.1037729738173,32.0829182749939,10.1037729738173,11.5219021381276
10.5,6,16.5,10.4423127298146,32.4414515069412,10.4423127298146,11.9109770259963
11,6,17,10.7582336296728,32.7790361120485,10.7582336296728,12.2757593511297
11.5,6,17.5,11.0533329900525,33.0974677572015,11.0533329900525,12.6181742155036
12,6,18,11.3292087382242,33.3983425928268,11.3292087382242,12.9399296661971
12.5,6,18.5,11.5872863736198,33.683084214579,11.5872863736198,13.2425468533899
13,6,19,11.8288416722672,33.9529663679203,11.8288416722672,13.5273860625322
13.5,6,19.5,12.0550198982023,34.2091321596868,12.0550198982023,13.7956670001998
14,6,20,12.2668521331369,34.4526103879212,12.2668521331369,14.0484877072586
14.5,6,20.5,12.4652692163854,34.6843294819728,12.4652692163854,14.2868383859376
15,6,21,12.6511136933387,34.9051294511557,12.6511136933387,14.511615765713
15.5,6,21.5,12.8251500966751,35.1157721661519,12.8251500966751,14.7236333761474
16,6,22,12.9880738255505,35.316950238405,12.9880738255505,14.9236314627026
16.5,6,22.5,13.1405188408616,35.5092947155956,13.1405188408616,15.1122847217649
17,6,23,13.2830643567412,35.6933817733575,13.2830643567412,15.2902107954281
17.5,6,23.5,13.416240677782,35.8697385527346,13.416240677782,15.4579746515611
18,6,24,13.5405343065699,36.0388482679535,13.5405343065699,15.6160956600134
18.5,6,24.5,13.6563924257655,36.2011546887564,13.6563924257655,15.7650514553061
19,6,25,13.7642268422966,36.357066084853,13.7642268422966,15.9052824153574
19.5,6,25.5,13.8644174674881,36.5069587063201,13.8644174674881,16.0371948746643
20,6,26,13.9573153955979,36.6511798624162,13.9573153955979,16.1611656570938
20.5,6,26.5,14.0432456337986,36.7900506518514,14.0432456337986,16.2775433379931
21,6,27,14.1225095287864,36.9238683896939,14.1225095287864,16.3866524230164
21.5,6,27.5,14.1953869286272,37.0529087695232,14.1953869286272,16.4887939990204
22,6,28,14.2621381129344,37.1774277939245,14.2621381129344,16.5842491296949
22.5,6,28.5,14.3230055198273,37.2976635017722,14.3230055198273,16.6732798019441
23,6,29,14.3782152941957,37.4138375168304,14.3782152941957,16.7561313838668
23.5,6,29.5,14.4279786784712,37.5261564388674,14.4279786784712,16.8330328460053
24,6,30,14.4724932642764,37.6348130956598,14.4724932642764,16.9041999414739
24.5,6,30.5,14.5119441209188,37.7399876718477,14.5119441209188,16.9698339568608
25,6,31,14.5465048146302,37.8418487285474,14.5465048146302,17.0301252164023
25.5,6,31.5,14.5763383306915,37.9405541258565,14.5763383306915,17.0852521095118
26,6,32,14.6015979090635,38.0362518588755,14.6015979090635,17.135383687423
26.5,6,32.5,14.6224278028378,38.1290808165577,14.6224278028378,17.1806790141757
27,6,33,14.6389639676917,38.219171471573,14.6389639676917,17.2212880774677
27.5,6,33.5,14.6513346895558,38.3066465083928,14.6513346895558,17.2573537997697
28,6,34,14.659661156853,38.3916213959556,14.659661156853,17.2890108768137
28.5,6,34.5,14.6640579829319,38.474204910536,14.6640579829319,17.3163878632697
29,6,35,14.6646336836739,38.5544996137964,14.6646336836739,17.3396061136567
29.5,6,35.5,14.6614911146925,38.6326022904396,14.6614911146925,17.3587813170668
30,6,36,14.6547278720528,38.7086043493908,14.6547278720528,17.3740240353904
5,6.5,11.5,5.59247319484253,27.4363298137774,5.59247319484253,6.43032192737848
5.5,6.5,12,6.27228872151652,28.1193738182671,6.27228872151652,7.18693660184226
6,6.5,12.5,6.89597260367447,28.7479658936677,6.89597260367447,7.8820437325343
6.5,6.5,13,7.46980819880598,29.3283890236909,7.46980819880598,8.52289032347255
7,6.5,13.5,7.99914818262339,29.8659953823827,7.99914818262339,9.11552716819864
7.5,6.5,14,8.48858076503896,30.3653725501389,8.48858076503895,9.66506600597017
8,6.5,14.5,8.94206151661199,30.8304753402002,8.94206151661199,10.1758672989359
8.5,6.5,15,9.36301882968737,31.2647312598482,9.36301882968737,10.6516793570271
9,6.5,15.5,9.75443896768008,31.6711255597576,9.75443896768007,11.0957468235575
9.5,6.5,16,10.1189351675966,32.0522703365943,10.1189351675966,11.5108954037764
10,6.5,16.5,10.4588041784379,32.4104610715058,10.4588041784379,11.899598758384
10.5,6.5,17,10.7760728222124,32.7477231912303,10.7760728222124,12.2640327525022
11,6.5,17.5,11.0725365730347,33.0658506473017,11.0725365730347,12.6061205546465
11.5,6.5,18,11.3497917063473,33.3664380653875,11.3497917063473,12.9275684097469
12,6.5,18.5,11.6092622347265,33.6509076812203,11.6092622347265,13.2298966453206
12.5,6.5,19,11.8522225906373,33.9205320234878,11.8522225906373,13.5144636158419
13,6.5,19.5,12.079816819503,34.1764531070474,12.079816819503,13.7824885707339
13.5,6.5,20,12.293074893783,34.4196987471588,12.293074893783,14.0350674755126
14,6.5,20.5,12.4929266395927,34.6511964862682,12.4929266395927,14.2731904971078
14.5,6.5,21,12.6802136737729,34.8717855312516,12.6802136737729,14.4977531904181
15,6.5,21.5,12.8556996752885,35.0822270249967,12.8556996752885,14.7095682212249
15.5,6.5,22,13.0200792559463,35.2832129173143,13.0200792559463,14.9093751232327
16,6.5,22.5,13.1739856483164,35.4753736530622,13.1739856483164,15.0978483502792
16.5,6.5,23,13.3179973908443,35.6592848574695,13.3179973908443,15.2756044623707
17,6.5,23.5,13.4526441595088,35.8354731680164,13.4526441595088,15.4432082012867
17.5,6.5,24,13.5784118704843,36.0044213373282,13.5784118704843,15.6011780669585
18,6.5,24.5,13.6957471579511,36.1665727112259,13.6957471579511,15.7499915714201
18.5,6.5,25,13.8050613145283,36.3223351694104,13.8050613145283,15.8900884699709
19,6.5,25.5,13.9067337680893,36.4720846025369,13.9067337680893,16.0218750050346
19.5,6.5,26,14.0011151573657,36.6161679880889,14.0011151573656,16.145727339176
20,6.5,26.5,14.08853005933,36.7549061180396,14.08853005933,16.2619940426937
20.5,6.5,27,14.1692794134961,36.8885960234402,14.1692794134961,16.370998726369
21,6.5,27.5,14.2436426817089,37.0175131345077,14.2436426817089,16.4730427494704
21.5,6.5,28,14.3118797764875,37.1419132092748,14.3118797764875,16.5684066614969
22,6.5,28.5,14.3742327863428,37.2620340592241,14.3742327863428,16.6573523669345
22.5,6.5,29,14.4309275225723,37.3780970964085,14.4309275225723,16.7401246657578
23,6.5,29.5,14.4821749087112,37.4903087232371,14.4821749087112,16.8169528243621
23.5,6.5,30,14.5281722309957,37.5988615832832,14.5281722309957,16.8880516111951
24,6.5,30.5,14.5691042657873,37.7039356890619,14.5691042657873,16.9536231397595
24.5,6.5,31,14.605144297847,37.8056994406672,14.605144297847,17.0138567773591
25,6.5,31.5,14.6364550415889,37.9043105473974,14.6364550415889,17.0689313424901
25.5,6.5,32,14.663189475921,37.9999168629773,14.663189475921,17.119014711816
26,6.5,32.5,14.6854916019802,38.0926571436834,14.6854916019802,17.1642666000986
26.5,6.5,33,14.7034971319375,38.1826617375486,14.7034971319375,17.2048371236349
27,6.5,33.5,14.7173341160746,38.2700532118471,14.7173341160746,17.2408683783539
27.5,6.5,34,14.727123514485,38.3549469252132,14.727123514485,17.2724952505725
28,6.5,34.5,14.7329797190166,38.4374515500104,14.7329797190166,17.2998461118321
28.5,6.5,35,14.7350110304315,38.5176695499268,14.7350110304314,17.323042137546
29,6.5,35.5,14.7333200951955,38.5956976172092,14.7333200951955,17.3421987695618
29.5,6.5,36,14.7280043058242,38.6716270734626,14.7280043058242,17.3574270543178
30,6.5,36.5,14.7191561682766,38.7455442375059,14.7191561682766,17.368831373374
5,7,12,6.27732030675338,28.090345062038,6.27732030675338,7.1795172023826
5.5,7,12.5,6.90203498355353,28.7182882166539,6.90203498355353,7.87390679055054
6,7,13,7.47695072628158,29.2981121526246,7.47695072628157,8.51409196231416
6.5,7,13.5,8.00741455749779,29.8351635187325,8.00741455749779,9.10611689267252
7,7,14,8.4980098233212,30.3340251594303,8.4980098233212,9.65508835083911
7.5,7,14.5,8.95268788379674,30.7986478052465,8.95268788379674,10.1653621526996
8,7,15,9.37487346517166,31.2324554251097,9.37487346517165,10.6406830522897
8.5,7,15.5,9.76754962138988,31.6384301879005,9.76754962138988,11.0842922942405
9,7,16,10.1333267652858,32.0191814937131,10.1333267652858,11.4990123375532
9.5,7,16.5,10.4744991486302,32.3770024539776,10.4744991486302,11.8873142885645
10,7,17,10.7930913750855,32.7139164045031,10.7930913750854,12.2513721345218
10.5,7,17.5,11.0908969394879,33.0317154448555,11.0908969394879,12.593106854354
11,7,18,11.3695103438894,33.3319925545062,11.3695103438894,12.9142227992739
11.5,7,18.5,11.6303540055669,33.616168500957,11.6303540055669,13.2162388925347
12,7,19,11.8747009163694,33.8855144992131,11.8747009163694,13.5005121636127
12.5,7,19.5,12.103693815984,34.1411713851843,12.103693815984,13.7682603682189
13,7,20,12.3183614891814,34.3841659130755,12.3183614891814,14.0205785517197
13.5,7,20.5,12.5196326780681,34.6154246677936,12.5196326780681,14.2584557273616
14,7,21,12.7083480068424,34.8357859898677,12.7083480068424,14.4827864527531
14.5,7,21.5,12.8852702425988,35.0460102364272,12.8852702425987,14.6943830303055
15,7,22,13.0510931568975,35.2467886429555,13.0510931568975,14.8939836008239
15.5,7,22.5,13.2064492057588,35.4387510034767,13.2064492057588,15.0822622655945
16,7,23,13.3519162078834,35.622472348979,13.3519162078834,15.2598348955394
16.5,7,23.5,13.4880231702988,35.7984787732737,13.4880231702988,15.4272654553784
17,7,24,13.6152553857639,35.9672525306213,13.6152553857639,15.5850724648167
17.5,7,24.5,13.7340589059653,36.1292365091589,13.7340589059653,15.7337322129286
18,7,25,13.8448444778924,36.284838167517,13.8448444778924,15.8736844640818
18.5,7,25.5,13.9479910170719,36.4344330083038,13.9479910170719,16.0053350026397
19,7,26,14.0438486800066,36.578367650804,14.0438486800066,16.1290594358802
19.5,7,26.5,14.1327415887514,36.7169625558244,14.1327415887514,16.2452060589969
20,7,27,14.2149702527199,36.8505144477792,14.2149702527199,16.3540983253319
20.5,7,27.5,14.290813726254,36.9792984725478,14.290813726254,16.4560367788675
21,7,28,14.360531534985,37.1035701241335,14.360531534985,16.5513023298902
21.5,7,28.5,14.4243653993796,37.2235669685166,14.4243653993796,16.6401562834499
22,7,29,14.4825407799464,37.3395101891775,14.4825407799464,16.7228431988141
22.5,7,29.5,14.5352682652618,37.4516059754478,14.5352682652618,16.7995921524045
23,7,30,14.5827448211516,37.5600467720272,14.5827448211516,16.8706175431807
23.5,7,30.5,14.6251549169593,37.6650124055966,14.6251549169593,16.9361214928066
24,7,31,14.6626715427794,37.7666711024038,14.6626715427794,16.9962926280933
24.5,7,31.5,14.6954571297676,37.8651804089375,14.6954571297676,17.0513102604103
25,7,32,14.7236643841291,37.9606880262873,14.7236643841291,17.1013419106089
25.5,7,32.5,14.7474370440799,38.0533325674859,14.7474370440798,17.1465473389531
26,7,33,14.7669105679497,38.1432442460027,14.7669105679497,17.1870758843272
26.5,7,33.5,14.78221276062,38.2305455025809,14.7822127606199,17.2230698165407
27,7,34,14.7934643446429,38.3153515767653,14.7934643446429,17.2546640290592
27.5,7,34.5,14.8007794816547,38.3977710287326,14.8007794816547,17.2819867806162
28,7,35,14.8042662490501,38.4779062163936,14.8042662490501,17.3051588123342
28.5,7,35.5,14.8040270763309,38.555853732176,14.8040270763309,17.3242957929565
29,7,36,14.800159145046,38.6317048034095,14.800159145046,17.3395082641299
29.5,7,36.5,14.7927547558146,38.7055456598027,14.7927547558146,17.350900772302
30,7,37,14.7819016655452,38.7774578711242,14.7819016655452,17.3585734753155
5,7.5,12.5,6.90757174674627,28.686423530805,6.90757174674627,7.8651702927343
5.5,7.5,13,7.48352385501117,29.2656041168856,7.48352385501117,8.50464494284175
6,7.5,13.5,8.01507113675166,29.8020595918688,8.01507113675166,9.09601311548841
6.5,7.5,14,8.50679172525401,30.3003677152628,8.50679172525401,9.64437557222967
7,7.5,14.5,8.96263246913741,30.7644748340206,8.96263246913741,10.1540831432211
7.5,7.5,15,9.38601416774527,31.1978011179691,9.38601416774527,10.6288765417729
8,7.5,15.5,9.77991643837941,31.6033254270915,9.77991643837941,11.0719935508612
8.5,7.5,16,10.1469466709091,31.9836542661938,10.1469466709091,11.4862535417556
9,7.5,16.5,10.4893964451586,32.3410782023599,10.4893964451586,11.8741247042425
9.5,7.5,17,10.8092879922631,32.6776183263846,10.8092879922631,12.237778523407
10,7.5,17.5,11.1084126911989,32.9950647493906,11.1084126911989,12.5791339341954
10.5,7.5,18,11.3883631492001,33.2950086833418,11.3883631492001,12.8998936902611
11,7.5,18.5,11.6505600799211,33.5788693193119,11.6505600799211,13.2015745430236
11.5,7.5,19,11.896274937652,33.8479164618161,11.896274937652,13.4855325439069
12,7.5,19.5,12.1266490693196,34.1032896809373,12.1266490693196,13.7529835590513
12.5,7.5,20,12.3427099936599,34.3460145916342,12.3427099936599,14.005021845501
13,7.5,20.5,12.5453852980433,34.5770167507115,12.5453852980433,14.2426350655995
13.5,7.5,21,12.7355145500088,34.7971335685085,12.7355145500088,14.4667170586904
14,7.5,21.5,12.9138595466927,35.0071245584921,12.9138595466927,14.6780787138913
14.5,7.5,22,13.0811131665754,35.2076801891779,13.0811131665754,14.8774577762098
15,7.5,22.5,13.2379070409634,35.3994295557955,13.2379070409634,15.0655277333713
15.5,7.5,23,13.3848182248093,35.5829470513012,13.3848182248093,15.2429030962617
16,7.5,23.5,13.5223750159034,35.7587581857731,13.5223750159034,15.4101479752377
16.5,7.5,24,13.6510620466322,35.9273446783812,13.6510620466322,15.5677798747536
17,7.5,24.5,13.7713247522203,36.0891489258517,13.7713247522203,15.7162748429609
17.5,7.5,25,13.883573302747,36.2445779347147,13.883573302747,15.8560717198605
18,7.5,25.5,13.9881860725368,36.3940067909355,13.9881860725368,15.9875760387489
18.5,7.5,26,14.0855127091977,36.5377817292036,14.0855127091977,16.1111632317135
19,7.5,26.5,14.1758768551837,36.6762228547552,14.1758768551837,16.2271808706946
19.5,7.5,27,14.2595785669234,36.8096265627705,14.2595785669234,16.335952352361
20,7.5,27.5,14.3368964700046,36.938267693838,14.3368964700046,16.4377780054851
20.5,7.5,28,14.408089683407,37.0624014584749,14.408089683407,16.5329374956181
21,7.5,28.5,14.473399541145,37.1822651590676,14.473399541145,16.6216930235015
21.5,7.5,29,14.5330511357687,37.2980797336798,14.5330511357686,16.7042882718796
22,7.5,29.5,14.5872547048585,37.4100511428637,14.5872547048585,16.7809517393992
22.5,7.5,30,14.6362068788299,37.5183716177899,14.6362068788299,16.8518985664614
23,7.5,30.5,14.6800918059608,37.6232207856105,14.6800918059608,16.9173296687816
23.5,7.5,31,14.719082168505,37.7247666859163,14.7190821685049,16.9774343482501
24,7.5,31.5,14.7533401019901,37.8231666903885,14.7533401019901,17.0323907549249
24.5,7.5,32,14.7830180282893,37.9185683362333,14.7830180282893,17.0823669631567
25,7.5,32.5,14.8082594117516,38.0111100826839,14.8082594117516,17.1275220495914
25.5,7.5,33,14.8291994465498,38.1009219987299,14.8291994465498,17.1680056370564
26,7.5,33.5,14.8459656824319,38.188126389259,14.8459656824319,17.2039598486283
26.5,7.5,34,14.8586785952158,38.2728383659508,14.8586785952158,17.2355190820608
27,7.5,34.5,14.8674521076316,38.355166368528,14.8674521076316,17.2628111624262
27.5,7.5,35,14.8723940654768,38.4352126413289,14.8723940654768,17.2859577004373
28,7.5,35.5,14.8736066734883,38.513073669606,14.8736066734883,17.3050735739197
28.5,7.5,36,14.8711868948477,38.5888405794668,14.8711868948477,17.3202691766614
29,7.5,36.5,14.8652268178053,38.6625995049429,14.8652268178053,17.3316490590812
29.5,7.5,37,14.855813992534,38.7344319252962,14.855813992534,17.3393132676692
30,7.5,37.5,14.8430317409883,38.8044149753413,14.8430317409882,17.3433574567877
5,8,13,7.48952708442557,29.2308673920867,7.48952708442557,8.49455057893731
5.5,8,13.5,8.02211733730686,29.7666861227838,8.02211733730686,9.08521638370587
6,8,14,8.51492580206157,30.2644027807811,8.51492580206156,9.63292805575524
6.5,8,14.5,8.9718945153153,30.7279590289265,8.9718945153153,10.1420307566611
7,8,15,9.39644008900058,31.1607709774862,9.39644008900058,10.6162606721483
7.5,8,15.5,9.79153847686767,31.565813950694,9.79153847686766,11.0588517282909
8,8,16,10.1597938472579,31.9456913595725,10.1597938472579,11.4726199334543
8.5,8,16.5,10.5034949335363,32.3026910524235,10.5034949335363,11.8600307269883
9,8,17,10.8246614403103,32.6388317211141,10.8246614403103,12.223252803632
9.5,8,17.5,11.1250824942755,32.9559013519995,11.1250824942755,12.564203257183
10,8,18,11.4063486865651,33.2554892683593,11.4063486865651,12.8845821637143
10.5,8,18.5,11.6698789190182,33.5390129767624,11.6698789190182,13.1859050119139
11,8,19,11.9169430115398,33.8077407745331,11.9169430115398,13.4695258586701
11.5,8,19.5,12.1486808313783,34.0628108791449,12.1486808313783,13.7366594174724
12,8,20,12.3661185529856,34.3052476882058,12.3661185529856,13.9883985321808
12.5,8,20.5,12.5701825383566,34.5359756599334,12.5701825383566,14.225729942531
13,8,21,12.7617112344347,34.7558312107054,12.7617112344347,14.4495460075276
13.5,8,21.5,12.9414654103841,34.9655729524862,12.9414654103841,14.6606565378861
14,8,22,13.1101369988401,35.1658905342419,13.1101369988401,14.8597992014597
14.5,8,22.5,13.2683567582942,35.3574123044992,13.2683567582942,15.0476457140258
15,8,23,13.4167009360058,35.5407119744404,13.4167009360058,15.224810603857
15.5,8,23.5,13.5556970802965,35.7163144303909,13.5556970802965,15.391857105602
16,8,24,13.6858291262734,35.8847008197456,13.6858291262734,15.5493017876033
16.5,8,24.5,13.8075418587775,36.046313014129,13.8075418587775,15.6976203037819
17,8,25,13.9212448397421,36.2015575369761,13.9212448397421,15.8372514081928
17.5,8,25.5,14.0273158734747,36.3508090290449,14.0273158734747,15.9685995321704
18,8,26,14.1261040720616,36.4944133140628,14.1261040720616,16.0920400551833
18.5,8,26.5,14.2179325737093,36.6326901173177,14.2179325737093,16.2079201484548
19,8,27,14.3031009590109,36.7659354821848,14.3031009590109,16.3165624483235
19.5,8,27.5,14.3818874035815,36.894423923031,14.3818874035815,16.4182671910208
20,8,28,14.4545506000164,37.0184103474523,14.4545506000164,16.5133140352774
20.5,8,28.5,14.5213314774993,37.1381317761696,14.5213314774993,16.6019638812639
21,8,29,14.5824547434799,37.253808885005,14.5824547434799,16.6844611873943
21.5,8,29.5,14.6381302685326,37.3656473900462,14.6381302685326,16.7610338675209
22,8,30,14.688554332688,37.4738392942956,14.688554332688,16.8318961721634
22.5,8,30.5,14.733910749135,37.5785640116975,14.733910749135,16.8972496138492
23,8,31,14.7743718791362,37.6799893823884,14.7743718791361,16.9572828914081
