"theta","phi","sum","Dmax1","Dmax2","d1","d2"
5.5,6,11.5,5.58799054871494,27.4625640535743,5.58799054871494,6.09701369635911
6,6,12,6.26677947720936,28.1462611753114,6.26677947720936,6.81073764179175
6.5,6,12.5,6.8893850687828,28.7754543017765,6.88938506878279,7.46434971440596
7,6,13,7.46209681651551,29.3564324243836,7.46209681651551,8.06489337342758
7.5,6,13.5,7.99027264164493,29.8945528348537,7.99027264164493,8.61826436072519
8,6,14,8.47850526846658,30.3944075001636,8.47850526846658,9.12945302706921
8.5,6,14.5,8.93075417682214,30.8599550150918,8.93075417682214,9.60272094518411
9,6,15,9.3504511640688,31.294626164255,9.3504511640688,10.041736668461
9.5,6,15.5,9.74058547567704,31.7014090527835,9.74058547567704,10.4496772685123
10,6,16,10.1037729738173,32.0829182749939,10.1037729738173,10.8293114951337
10.5,6,16.5,10.4423127298146,32.4414515069412,10.4423127298146,11.1830643412198
11,6,17,10.7582336296728,32.7790361120485,10.7582336296728,11.5130699688781
11.5,6,17.5,11.0533329900525,33.0974677572015,11.0533329900525,11.8212153179567
12,6,18,11.3292087382242,33.3983425928268,11.3292087382242,12.1091749111533
12.5,6,18.5,11.5872863736198,33.683084214579,11.5872863736198,12.3784403788233
13,6,19,11.8288416722672,33.9529663679203,11.8288416722672,12.6303458884047
13.5,6,19.5,12.0550198982023,34.2091321596868,12.0550198982023,12.8660878507561
14,6,20,12.2668521331369,34.4526103879212,12.2668521331369,13.0867430757249
14.5,6,20.5,12.4652692163854,34.6843294819728,12.4652692163853,13.2932832357409
15,6,21,12.6511136933387,34.9051294511557,12.6511136933387,13.4865879744535
15.5,6,21.5,12.8251500966751,35.1157721661519,12.825150096675,13.6674552954962
16,6,22,12.9880738255505,35.316950238405,12.9880738255504,13.8366116939161
16.5,6,22.5,13.1405188408616,35.5092947155956,13.1405188408616,13.9947189469961
17,6,23,13.2830643567412,35.6933817733575,13.2830643567412,14.142382986438
17.5,6,23.5,13.416240677782,35.8697385527346,13.416240677782,14.2801578375504
18,6,24,13.5405343065699,36.0388482679535,13.5405343065699,14.4085534810282
18.5,6,24.5,13.6563924257655,36.2011546887564,13.6563924257655,14.5280378117363
19,6,25,13.7642268422966,36.357066084853,13.7642268422966,14.6390430264581
19.5,6,25.5,13.8644174674881,36.5069587063201,13.864417467488,14.7419682651409
20,6,26,13.9573153955979,36.6511798624162,13.9573153955979,14.8371821893848
20.5,6,26.5,14.0432456337986,36.7900506518514,14.0432456337986,14.9250274281253
21,6,27,14.1225095287864,36.9238683896939,13.6985180491695,14.592718311797
21.5,6,27.5,14.1953869286272,37.0529087695232,13.2134790056018,14.1238671429676
22,6,28,14.2621381129344,37.1774277939245,12.7528712692294,13.6790666865775
22.5,6,28.5,14.3230055198273,37.2976635017722,12.3149310627785,13.2565646661175
23,6,29,14.3782152941957,37.4138375168304,11.8980611096687,12.8547744087467
23.5,6,29.5,14.4279786784712,37.5261564388674,11.500813585851,12.4722593728615
24,6,30,14.4724932642764,37.6348130956598,11.1218709171363,12.1077108479751
24.5,6,30.5,14.5119441209188,37.7399876718477,10.7600331111679,11.7599383191418
25,6,31,14.5465048146302,37.8418487285474,10.4142026046589,11.4278532964662
25.5,6,31.5,14.5763383306915,37.9405541258565,10.0833746586025,11.1104591017795
26,6,32,14.6015979090635,38.0362518588755,9.76662776315155,10.8068419523619
26.5,6,32.5,14.6224278028378,38.1290808165577,9.46311397465584,10.5161613195224
27,6,33,14.6389639676917,38.219171471573,9.17205344720429,10.2376444939592
27.5,6,33.5,14.6513346895558,38.3066465083928,8.8927254670652,9.97057738905139
28,6,34,14.659661156853,38.3916213959556,8.6244652548058,9.71430189440291
28.5,6,34.5,14.6640579829319,38.474204910536,8.36665588983397,9.4682071554216
29,6,35,14.6646336836739,38.5544996137964,8.11872691885631,9.23172840079918
29.5,6,35.5,14.6614911146925,38.6326022904396,7.88014770049695,9.00434096828263
30,6,36,14.6547278720528,38.7086043493908,7.6504256887812,8.78555732629696
5,6.5,11.5,5.59247319484253,27.4363298137774,5.59247319484252,6.09118934064506
5.5,6.5,12,6.27228872151652,28.1193738182671,6.27228872151652,6.80423160250281
6,6.5,12.5,6.89597260367447,28.7479658936677,6.89597260367447,7.45721918756389
6.5,6.5,13,7.46980819880598,29.3283890236909,7.46980819880598,8.05718918273906
7,6.5,13.5,7.99914818262339,29.8659953823827,7.99914818262339,8.61003153080216
7.5,6.5,14,8.48858076503896,30.3653725501389,8.48858076503895,9.12073171481178
8,6.5,14.5,8.94206151661199,30.8304753402002,8.94206151661199,9.59354775493343
8.5,6.5,15,9.36301882968737,31.2647312598482,9.36301882968737,10.0321440304001
9,6.5,15.5,9.75443896768008,31.6711255597576,9.75443896768007,10.4396950275033
9.5,6.5,16,10.1189351675966,32.0522703365943,10.1189351675966,10.8189665398332
10,6.5,16.5,10.4588041784379,32.4104610715058,10.4588041784379,11.1723813985481
10.5,6.5,17,10.7760728222124,32.7477231912303,10.7760728222124,11.5020717925097
11,6.5,17.5,11.0725365730347,33.0658506473017,11.0725365730347,11.8099228984211
11.5,6.5,18,11.3497917063473,33.3664380653875,11.3497917063473,12.0976074109775
12,6.5,18.5,11.6092622347265,33.6509076812203,11.6092622347265,12.3666155823042
12.5,6.5,19,11.8522225906373,33.9205320234878,11.8522225906373,12.6182803982995
13,6.5,19.5,12.079816819503,34.1764531070474,12.079816819503,12.8537972941535
13.5,6.5,20,12.293074893783,34.4196987471588,12.293074893783,13.0742417704302
14,6.5,20.5,12.4929266395927,34.6511964862682,12.4929266395927,13.2805845078844
14.5,6.5,21,12.6802136737729,34.8717855312516,12.6802136737729,13.4737045263614
15,6.5,21.5,12.8556996752885,35.0822270249967,12.8556996752885,13.6543990261133
15.5,6.5,22,13.0200792559463,35.2832129173143,13.0200792559463,13.823393810879
16,6.5,22.5,13.1739856483164,35.4753736530622,13.1739856483163,13.9813501825317
16.5,6.5,23,13.3179973908443,35.6592848574695,13.3179973908443,14.1288728319209
17,6.5,23.5,13.4526441595088,35.8354731680164,13.4526441595088,14.2665163465478
17.5,6.5,24,13.5784118704843,36.0044213373282,13.5784118704843,14.3947892791659
18,6.5,24.5,13.6957471579511,36.1665727112259,13.6957471579511,14.5141597296705
18.5,6.5,25,13.8050613145283,36.3223351694104,13.8050613145283,14.6250588217927
19,6.5,25.5,13.9067337680893,36.4720846025369,13.9067337680893,14.7278855418961
19.5,6.5,26,14.0011151573657,36.6161679880889,14.0011151573656,14.8230086304428
20,6.5,26.5,14.08853005933,36.7549061180396,14.0885300593298,14.9107699763546
20.5,6.5,27,14.1692794134961,36.8885960234402,13.743883972661,14.578778433189
21,6.5,27.5,14.2436426817089,37.0175131345077,13.2583968240183,14.1103749529898
21.5,6.5,28,14.3118797764875,37.1419132092748,12.7973495042891,13.6659997334543
22,6.5,28.5,14.3742327863428,37.2620340592241,12.3589765201913,13.2439010001333
22.5,6.5,29,14.4309275225723,37.3780970964085,11.9416807129425,12.8424945291407
23,6.5,29.5,14.4821749087112,37.4903087232371,11.5440143307077,12.4603447418457
23.5,6.5,30,14.5281722309957,37.5988615832832,11.1646594476169,12.0961446681636
24,6.5,30.5,14.5691042657873,37.7039356890619,10.8024149736426,11.7487042853712
24.5,6.5,31,14.605144297847,37.8056994406672,10.4561839954466,11.4169364729781
25,6.5,31.5,14.6364550415889,37.9043105473974,10.1249611986325,11.0998456677914
25.5,6.5,32,14.663189475921,37.9999168629773,9.80782462245721,10.7965182112013
26,6.5,32.5,14.6854916019802,38.0926571436834,9.50392671503463,10.5061155963094
26.5,6.5,33,14.7034971319375,38.1826617375486,9.21248686822701,10.227864738552
27,6.5,33.5,14.7173341160746,38.2700532118471,8.93278451667914,9.96105303187669
27.5,6.5,34,14.727123514485,38.3549469252132,8.66415399385251,9.70502183800067
28,6.5,34.5,14.7329797190166,38.4374515500104,8.4059795894991,9.45916246080772
28.5,6.5,35,14.7350110304315,38.5176695499268,8.15768948390292,9.22290958422755
29,6.5,35.5,14.7333200951955,38.5956976172092,7.91875386394417,8.99573941913207
29.5,6.5,36,14.7280043058242,38.6716270734626,7.68867932562166,8.77716474655236
30,6.5,36.5,14.7191561682766,38.7455442375059,7.46700700841375,8.56673241852637
5,7,12,6.27732030675338,28.090345062038,6.27732030675338,6.79720730422731
5.5,7,12.5,6.90203498355353,28.7182882166539,6.90203498355352,7.4495209097514
6,7,13,7.47695072628158,29.2981121526246,7.47695072628157,8.04887146799311
6.5,7,13.5,8.00741455749779,29.8351635187325,8.00741455749778,8.60114303169226
7,7,14,8.4980098233212,30.3340251594303,8.49800982332119,9.1113161853135
7.5,7,14.5,8.95268788379674,30.7986478052465,8.95268788379674,9.58364396493675
8,7,15,9.37487346517166,31.2324554251097,9.37487346517165,10.0217875035644
8.5,7,15.5,9.76754962138988,31.6384301879005,9.76754962138988,10.428917622914
9,7,16,10.1333267652858,32.0191814937131,10.1333267652858,10.8077976317433
9.5,7,16.5,10.4744991486302,32.3770024539776,10.4744991486302,11.1608476031168
10,7,17,10.7930913750855,32.7139164045031,10.7930913750854,11.490197808459
10.5,7,17.5,11.0908969394879,33.0317154448555,11.0908969394879,11.797731029394
11,7,18,11.3695103438894,33.3319925545062,11.3695103438894,12.0851183886341
11.5,7,18.5,11.6303540055669,33.616168500957,11.6303540055669,12.3538489841771
12,7,19,11.8747009163694,33.8855144992131,11.8747009163694,12.6052540029654
12.5,7,19.5,12.103693815984,34.1411713851843,12.103693815984,12.8405277986919
13,7,20,12.3183614891814,34.3841659130755,12.3183614891814,13.0607445562311
13.5,7,20.5,12.5196326780681,34.6154246677936,12.519632678068,13.2668745175545
14,7,21,12.7083480068424,34.8357859898677,12.7083480068424,13.4597950397442
14.5,7,21.5,12.8852702425988,35.0460102364272,12.8852702425987,13.6403030861047
15,7,22,13.0510931568975,35.2467886429555,13.0510931568975,13.8091233741115
15.5,7,22.5,13.2064492057588,35.4387510034767,13.2064492057588,13.9669165938596
16,7,23,13.3519162078834,35.622472348979,13.3519162078834,14.1142871516938
16.5,7,23.5,13.4880231702988,35.7984787732737,13.4880231702988,14.2517884481896
17,7,24,13.6152553857639,35.9672525306213,13.6152553857639,14.3799289791708
17.5,7,24.5,13.7340589059653,36.1292365091589,13.7340589059653,14.4991758939355
18,7,25,13.8448444778924,36.284838167517,13.8448444778924,14.609960894513
18.5,7,25.5,13.9479910170719,36.4344330083038,13.9479910170719,14.7126812567145
19,7,26,14.0438486800066,36.578367650804,14.0438486800065,14.8077062649204
19.5,7,26.5,14.1327415887514,36.7169625558244,14.1327415887511,14.8953768493151
20,7,27,14.2149702527199,36.8505144477792,13.7882031188131,14.5637281673697
20.5,7,27.5,14.290813726254,36.9792984725478,13.3023051540423,14.0958084030856
21,7,28,14.360531534985,37.1035701241335,12.8408526465631,13.6518917854515
21.5,7,28.5,14.4243653993796,37.2235669685166,12.402080341193,13.2302286789175
22,7,29,14.4825407799464,37.3395101891775,11.9843907215086,12.8292364755131
22.5,7,29.5,14.5352682652618,37.4516059754478,11.5863358662678,12.4474813356696
23,7,30,14.5827448211516,37.5600467720272,11.2065975282927,12.0836573905424
23.5,7,30.5,14.6251549169593,37.6650124055966,10.8439745467974,11.7365759271914
24,7,31,14.6626715427794,37.7666711024038,10.4973693756957,11.4051505677122
24.5,7,31.5,14.6954571297676,37.8651804089375,10.16577659122,11.0883866077397
25,7,32,14.7236643841291,37.9606880262873,9.84827458923434,10.785372517281
25.5,7,32.5,14.7474370440799,38.0533325674859,9.54401580023409,10.4952698719406
26,7,33,14.7669105679497,38.1432442460027,9.25221860910269,10.2173062250987
26.5,7,33.5,14.78221276062,38.2305455025809,8.97216307665941,9.95076990617664
27,7,34,14.7934643446429,38.3153515767653,8.70318310040706,9.69500294557912
27.5,7,34.5,14.8007794816547,38.3977710287326,8.44466294086405,9.44939712916401
28,7,35,14.8042662490501,38.4779062163936,8.19603112640923,9.21338862065573
28.5,7,35.5,14.8040270763309,38.555853732176,7.95675699315365,8.9864528641048
29,7,36,14.800159145046,38.6317048034095,7.72634755073135,8.76810381564331
29.5,7,36.5,14.7927547558146,38.7055456598027,7.50434346510248,8.55788882048002
30,7,37,14.7819016655452,38.7774578711242,7.29031767054956,8.35538620622311
5,7.5,12.5,6.90757174674627,28.686423530805,6.90757174674627,7.44125513372766
5.5,7.5,13,7.48352385501117,29.2656041168856,7.48352385501117,8.03994067417896
6,7.5,13.5,8.01507113675166,29.8020595918688,8.01507113675166,8.59159957820266
6.5,7.5,14,8.50679172525401,30.3003677152628,8.50679172525401,9.10120653086566
7,7.5,14.5,8.96263246913741,30.7644748340206,8.96263246913741,9.57301035667792
7.5,7.5,15,9.38601416774527,31.1978011179691,9.38601416774527,10.0106677493616
8,7.5,15.5,9.77991643837941,31.6033254270915,9.77991643837941,10.4173460713886
8.5,7.5,16,10.1469466709091,31.9836542661938,10.1469466709091,10.7958056918777
9,7.5,16.5,10.4893964451586,32.3410782023599,10.4893964451586,11.1484639543989
9.5,7.5,17,10.8092879922631,32.6776183263846,10.8092879922631,11.4774487569158
10,7.5,17.5,11.1084126911989,32.9950647493906,11.1084126911989,11.7846406611823
10.5,7.5,18,11.3883631492001,33.2950086833418,11.3883631492001,12.0717092696583
11,7.5,18.5,11.6505600799211,33.5788693193119,11.6505600799211,12.3401416822653
11.5,7.5,19,11.896274937652,33.8479164618161,11.896274937652,12.5912678716814
12,7.5,19.5,12.1266490693196,34.1032896809373,12.1266490693196,12.8262804634614
12.5,7.5,20,12.3427099936599,34.3460145916342,12.3427099936599,13.0462527715916
13,7.5,20.5,12.5453852980433,34.5770167507115,12.5453852980433,13.2521539102968
13.5,7.5,21,12.7355145500088,34.7971335685085,12.7355145500088,13.4448605032666
14,7.5,21.5,12.9138595466927,35.0071245584921,12.9138595466927,13.6251683711606
14.5,7.5,22,13.0811131665754,35.2076801891779,13.0811131665754,13.7938013737975
15,7.5,22.5,13.2379070409634,35.3994295557955,13.2379070409634,13.9514194410034
15.5,7.5,23,13.3848182248093,35.5829470513012,13.3848182248093,14.0986264050987
16,7.5,23.5,13.5223750159034,35.7587581857731,13.5223750159034,14.2359753173055
16.5,7.5,24,13.6510620466322,35.9273446783812,13.6510620466322,14.3639734544044
17,7.5,24.5,13.7713247522203,36.0891489258517,13.7713247522203,14.4830881324466
17.5,7.5,25,13.883573302747,36.2445779347147,13.8835733027469,14.5937501356836
18,7.5,25.5,13.9881860725368,36.3940067909355,13.9881860725368,14.6963567057421
18.5,7.5,26,14.0855127091977,36.5377817292036,14.0855127091976,14.7912762988653
19,7.5,26.5,14.1758768551837,36.6762228547552,14.1758768551837,14.8788496051147
19.5,7.5,27,14.2595785669234,36.8096265627705,13.8314718806231,14.5475685457558
20,7.5,27.5,14.3368964700046,36.938267693838,13.3452002163434,14.0801682887788
20.5,7.5,28,14.408089683407,37.0624014584749,12.8833779826741,13.6367441549747
21,7.5,28.5,14.473399541145,37.1822651590676,12.4442398301772,13.2155485671998
21.5,7.5,29,14.5330511357687,37.2980797336798,12.0261886061094,12.8150019078461
22,7.5,29.5,14.5872547048585,37.4100511428637,11.6277755595931,12.4336702271662
22.5,7.5,30,14.6362068788299,37.5183716177899,11.2476823318791,12.070249863168
23,7.5,30.5,14.6800918059608,37.6232207856105,10.8847080471533,11.7235534938729
23.5,7.5,31,14.719082168505,37.7247666859163,10.5377550063913,11.3924958858866
24,7.5,31.5,14.7533401019901,37.8231666903885,10.2058179035135,11.076083494218
24.5,7.5,32,14.7830180282893,37.9185683362333,9.88797485606089,10.7734057088164
25,7.5,32.5,14.8082594117516,38.0111100826839,9.58337777136326,10.4836246846803
25.5,7.5,33,14.8291994465498,38.1009219987299,9.29124564539449,10.2059694243259
26,7.5,33.5,14.8459656824319,38.188126389259,9.0108581995473,9.93972878930284
26.5,7.5,34,14.8586785952158,38.2728383659508,8.74154954610281,9.6842458103523
27,7.5,34.5,14.8674521076316,38.355166368528,8.48270352554943,9.43891289735323
27.5,7.5,35,14.8723940654768,38.4352126413289,8.23374827602213,9.20316540272979
28,7.5,35.5,14.8736066734883,38.513073669606,7.99415418046121,8.97648190385049
28.5,7.5,36,14.8711868948477,38.5888405794668,7.76342698410024,8.75837498934472
29,7.5,36.5,14.8652268178053,38.6625995049429,7.54110853459643,8.5483933051085
29.5,7.5,37,14.855813992534,38.7344319252962,7.32677061585863,8.34611540407222
30,7.5,37.5,14.8430317409883,38.8044149753413,7.12001339843791,8.15114728774508
5,8,13,7.48952708442557,29.2308673920867,7.48952708442557,8.030397695191
5.5,8,13.5,8.02211733730686,29.7666861227838,8.02211733730685,8.58140186689519
6,8,14,8.51492580206157,30.2644027807811,8.51492580206157,9.09040383525372
6.5,8,14.5,8.9718945153153,30.7279590289265,8.9718945153153,9.56164778990342
7,8,15,9.39644008900058,31.1607709774862,9.39644008900057,9.99878560046454
7.5,8,15.5,9.79153847686767,31.565813950694,9.79153847686767,10.4049813185979
8,8,16,10.1597938472579,31.9456913595725,10.1597938472579,10.7829916677177
8.5,8,16.5,10.5034949335363,32.3026910524235,10.5034949335363,11.1352314402561
9,8,17,10.8246614403103,32.6388317211141,10.8246614403103,11.4638256034936
9.5,8,17.5,11.1250824942755,32.9559013519995,11.1250824942755,11.7706529807575
10,8,18,11.4063486865651,33.2554892683593,11.4063486865651,12.0573806978686
10.5,8,18.5,11.6698789190182,33.5390129767624,11.6698789190182,12.3254946615079
11,8,19,11.9169430115398,33.8077407745331,11.9169430115398,12.5763226125472
11.5,8,19.5,12.1486808313783,34.0628108791449,12.1486808313783,12.8110562141189
12,8,20,12.3661185529856,34.3052476882058,12.3661185529856,13.0307675867977
12.5,8,20.5,12.5701825383566,34.5359756599334,12.5701825383566,13.2364243550847
13,8,21,12.7617112344347,34.7558312107054,12.7617112344347,13.4289023107026
13.5,8,21.5,12.9414654103841,34.9655729524862,12.9414654103841,13.608996027502
14,8,22,13.1101369988401,35.1658905342419,13.1101369988401,13.7774287567132
14.5,8,22.5,13.2683567582942,35.3574123044992,13.2683567582942,13.934859843273
15,8,23,13.4167009360058,35.5407119744404,13.4167009360058,14.0818921279635
15.5,8,23.5,13.5556970802965,35.7163144303909,13.5556970802965,14.2190777983564
16,8,24,13.6858291262734,35.8847008197456,13.6858291262734,14.3469242975804
16.5,8,24.5,13.8075418587775,36.046313014129,13.8075418587775,14.4658975468252
17,8,25,13.9212448397421,36.2015575369761,13.9212448397421,14.5764281770122
17.5,8,25.5,14.0273158734747,36.3508090290449,14.0273158734747,14.6789129603368
18,8,26,14.1261040720616,36.4944133140628,14.1261040720615,14.7737197292125
18.5,8,26.5,14.2179325737093,36.6326901173177,14.217932573709,14.8611892081943
19,8,27,14.3031009590109,36.7659354821848,13.8736878999399,14.5303017452006
19.5,8,27.5,14.3818874035815,36.894423923031,13.3870788612808,14.0634555821486
20,8,28,14.4545506000164,37.0184103474523,12.9249222845294,13.6205580772244
20.5,8,28.5,14.5213314774993,37.1381317761696,12.4854518076308,13.199862752451
21,8,29,14.5824547434799,37.253808885005,12.0670706469711,12.7997914459172
21.5,8,29.5,14.6381302685326,37.3656473900462,11.66832938879,12.4189121400842
22,8,30,14.688554332688,37.4738392942956,11.2879101083698,12.0559227569943
22.5,8,30.5,14.733910749135,37.5785640116975,10.9246127804571,11.7096383438858
