"theta","phi","sum","Dmax1","Dmax2","d1","d2"
18.5,5.5,24,13.5016255785437,36.0705307007531,3.607986419096,3.78707825302969
19,5.5,24.5,13.6159977064239,36.2329798081988,3.47833115873189,3.66181873792494
19.5,5.5,25,13.7223441709005,36.3890282689511,3.35522282375894,3.54299707885153
20,5.5,25.5,13.8210453378185,36.5390526638554,3.23820232846271,3.43015813033874
20.5,5.5,26,13.9124527302249,36.6834006074962,3.12685132680955,3.32288706415965
21,5.5,26.5,13.9968917607416,36.8223934808677,3.02078852082223,3.22080601038576
21.5,5.5,27,14.0746641602986,36.9563288604132,2.91966535674342,3.12356932467792
22,5.5,27.5,14.1460501418712,37.0854826820799,2.82316256048157,3.03086090698577
22.5,5.5,28,14.2113103323458,37.2101111735094,2.73098732597192,2.94239055035073
23,5.5,28.5,14.2706875009876,37.3304525828408,2.64287089195791,2.85789217867203
23.5,5.5,29,14.324408109057,37.4467287286719,2.55856537685722,2.77712043265243
24,5.5,29.5,14.3726837017946,37.5591463923966,2.47784254933372,2.69984933512183
24.5,5.5,30,14.4157121611625,37.66789857131,2.4004918607918,2.62587046816127
25,5.5,30.5,14.4536788353203,37.7731656084561,2.32631841215934,2.55499128766257
25.5,5.5,31,14.4867575587527,37.8751162131363,2.25514183790753,2.48703319209222
26,5.5,31.5,14.5151115751955,37.9739083842261,2.18679492929019,2.42183102514267
26.5,5.5,32,14.5388943739928,38.0696902469313,2.12112256396895,2.35923154607056
27,5.5,32.5,14.5582504492052,38.1626008123051,2.05798029800948,2.29909184010291
27.5,5.5,33,14.5733159896628,38.2527706677184,1.99723396614343,2.24127930998704
28,5.5,33.5,14.5842195071755,38.3403226054966,1.93875844392458,2.18567081794078
28.5,5.5,34,14.5910824092668,38.4253721960894,1.88243677858541,2.1321505814988
29,5.5,34.5,14.5940195220576,38.5080283113987,1.82816033169824,2.08061152484111
29.5,5.5,35,14.593139568285,38.5883936032507,1.77582694113525,2.03095287731931
30,5.5,35.5,14.5885456048768,38.6665649414334,1.72534155453157,1.98308078958391
5,6,11,4.84558546848004,26.7169304955237,4.84558546848003,4.95652136374264
5.5,6,11.5,5.58799054871494,27.4625640535743,5.58799054871493,5.69218870121109
6,6,12,6.26677947720936,28.1462611753114,6.26677947720935,6.36258300005189
6.5,6,12.5,6.8893850687828,28.7754543017765,6.8893850687828,6.97554271426025
7,6,13,7.46209681651551,29.3564324243836,7.46209681651551,7.53760916128444
7.5,6,13.5,7.99027264164493,29.8945528348537,7.99027264164487,8.05430645869427
8,6,14,8.47850526846658,30.3944075001636,8.4785052684664,8.53034321420307
8.5,6,14.5,8.93075417682214,30.8599550150918,8.55182929547166,8.59943888596888
9,6,15,9.3504511640688,31.294626164255,8.07716369041665,8.13304745926408
9.5,6,15.5,9.74058547567704,31.7014090527835,7.64343543592011,7.70726438369251
10,6,16,10.1037729738173,32.0829182749939,7.24571338005031,7.31718514177236
10.5,6,16.5,10.4423127298146,32.4414515069412,6.87982544289352,6.9586604856207
11,6,17,10.7582336296728,32.7790361120485,6.54221724388241,6.62815619069613
11.5,6,17.5,11.0533329900525,33.0974677572015,6.22984082925527,6.32264196582096
12,6,18,11.3292087382242,33.3983425928268,5.94006777133327,6.03950514027963
12.5,6,18.5,11.5872863736198,33.683084214579,5.67061891067371,5.77648032805957
13,6,19,11.8288416722672,33.9529663679203,5.41950811466492,5.53159377653918
13.5,6,19.5,12.0550198982023,34.2091321596868,5.18499699536839,5.30311856818158
14,6,20,12.2668521331369,34.4526103879212,4.96555735271032,5.08953654124899
14.5,6,20.5,12.4652692163854,34.6843294819728,4.75984046938766,4.88950790215929
15,6,21,12.6511136933387,34.9051294511557,4.56665099679128,4.7018458990999
15.5,6,21.5,12.8251500966751,35.1157721661519,4.38492729298052,4.5254964505022
16,6,22,12.9880738255505,35.316950238405,4.2137223941164,4.3595195867135
16.5,6,22.5,13.1405188408616,35.5092947155956,4.05218859616627,4.2030740883349
17,6,23,13.2830643567412,35.6933817733575,3.89956574978583,4.05540546924038
17.5,6,23.5,13.416240677782,35.8697385527346,3.7551694855661,3.91583504420859
18,6,24,13.5405343065699,36.0388482679535,3.61838397273976,3.78375208747878
18.5,6,24.5,13.6563924257655,36.2011546887564,3.48865013458603,3.6586021635287
19,6,25,13.7642268422966,36.357066084853,3.36546334026913,3.53988495070776
19.5,6,25.5,13.8644174674881,36.5069587063201,3.2483642225937,3.42714523908732
20,6,26,13.9573153955979,36.6511798624162,3.13693438070667,3.31996852870901
20.5,6,26.5,14.0432456337986,36.7900506518514,3.03079246712383,3.21797688169599
21,6,27,14.1225095287864,36.9238683896939,2.92959046360063,3.1208257902483
21.5,6,27.5,14.1953869286272,37.0529087695232,2.83300880049461,3.02819871839058
22,6,28,14.2621381129344,37.1774277939245,2.74075499571463,2.93980619962803
22.5,6,28.5,14.3230055198273,37.2976635017722,2.65255999304771,2.85538199562721
23,6,29,14.3782152941957,37.4138375168304,2.56817612592633,2.77468107586971
23.5,6,29.5,14.4279786784712,37.5261564388674,2.48737520007998,2.69747766995866
24,6,30,14.4724932642764,37.6348130956598,2.40994693821954,2.62356407043229
24.5,6,30.5,14.5119441209188,37.7399876718477,2.33569617389191,2.55274705592814
25,6,31,14.5465048146302,37.8418487285474,2.26444266126715,2.48484879424517
25.5,6,31.5,14.5763383306915,37.9405541258565,2.19601920000383,2.41970396659773
26,6,32,14.6015979090635,38.0362518588755,2.130270583374,2.35715933105784
26.5,6,32.5,14.6224278028378,38.1290808165577,2.06705255588214,2.29707242160106
27,6,33,14.6389639676917,38.219171471573,2.00623079302606,2.23931073829927
27.5,6,33.5,14.6513346895558,38.3066465083928,1.94768040711163,2.18375104788757
28,6,34,14.659661156853,38.3916213959556,1.89128437265146,2.13027782938477
28.5,6,34.5,14.6640579829319,38.474204910536,1.836933880058,2.07878399704954
29,6,35,14.6646336836739,38.5544996137964,1.78452708490429,2.0291690918015
29.5,6,35.5,14.6614911146925,38.6326022904396,1.73396864951168,1.98133910546535
30,6,36,14.6547278720528,38.7086043493908,1.68516916777532,1.93520610076121
5,6.5,11.5,5.59247319484253,27.4363298137774,5.59247319484252,5.68675114042818
5.5,6.5,12,6.27228872151652,28.1193738182671,6.27228872151651,6.35650501588311
6,6.5,12.5,6.89597260367447,28.7479658936677,6.89597260367447,6.96887913675459
6.5,6.5,13,7.46980819880598,29.3283890236909,7.46980819880598,7.53040860025009
7,6.5,13.5,7.99914818262339,29.8659953823827,7.99914818262335,8.04661249372132
7.5,6.5,14,8.48858076503896,30.3653725501389,8.48858076503895,8.5221944687283
8,6.5,14.5,8.94206151661199,30.8304753402002,8.56265634023607,8.59122365219641
8.5,6.5,15,9.36301882968737,31.2647312598482,8.08801962502151,8.12527784405539
9,6.5,15.5,9.75443896768008,31.6711255597576,7.65430637691712,7.69990201519274
9.5,6.5,16,10.1189351675966,32.0522703365943,7.25658668756075,7.31019521364709
10,6.5,16.5,10.4588041784379,32.4104610715058,6.89069064519737,6.95201298962624
10.5,6.5,17,10.7760728222124,32.7477231912303,6.55306529512792,6.62182428309498
11,6.5,17.5,11.0725365730347,33.0658506473017,6.24066449706392,6.3166023437752
11.5,6.5,18,11.3497917063473,33.3664380653875,5.95085986794552,6.03373593754223
12,6.5,18.5,11.6092622347265,33.6509076812203,5.68137348488898,5.77096214401478
12.5,6.5,19,11.8522225906373,33.9205320234878,5.43022061295414,5.5263099479991
13,6.5,19.5,12.079816819503,34.1764531070474,5.19566253106156,5.29805281606554
13.5,6.5,20,12.293074893783,34.4196987471588,4.97617218246928,5.08467460249416
14,6.5,20.5,12.4929266395927,34.6511964862682,4.77040131583294,4.88483697741805
14.5,6.5,21,12.6802136737729,34.8717855312516,4.57715523155258,4.69735446391161
15,6.5,21.5,12.8556996752885,35.0822270249967,4.39537265924266,4.52117391266889
15.5,6.5,22,13.0200792559463,35.2832129173143,4.2241059293578,4.35535508146361
16,6.5,22.5,13.1739856483164,35.4753736530622,4.06250876531993,4.19905872296445
16.5,6.5,23,13.3179973908443,35.6592848574695,3.90982095898222,4.05153120174019
17,6.5,23.5,13.4526441595088,35.8354731680164,3.7653588669542,3.91209455933302
17.5,6.5,24,13.5784118704843,36.0044213373282,3.62850562814554,3.78013731546785
18,6.5,24.5,13.6957471579511,36.1665727112259,3.49870381469645,3.65510736797464
18.5,6.5,25,13.8050613145283,36.3223351694104,3.37544768853984,3.53650337182088
19,6.5,25.5,13.9067337680893,36.4720846025369,3.25827856191635,3.42387128790037
19.5,6.5,26,14.0011151573657,36.6161679880889,3.14677842271262,3.31679698805988
20,6.5,26.5,14.08853005933,36.7549061180396,3.04056571275916,3.21490296208739
20.5,6.5,27,14.1692794134961,36.8885960234402,2.93929244363832,3.11784454280115
21,6.5,27.5,14.2436426817089,37.0175131345077,2.84263926580789,3.02530594180118
21.5,6.5,28,14.3118797764875,37.1419132092748,2.7503138247802,2.93699783962874
22,6.5,28.5,14.3742327863428,37.2620340592241,2.66204691775645,2.85265408945306
22.5,6.5,29,14.4309275225723,37.3780970964085,2.57759122291306,2.77203033494101
23,6.5,29.5,14.4821749087112,37.4903087232371,2.49671869377224,2.69490102199002
23.5,6.5,30,14.5281722309957,37.5988615832832,2.4192185105119,2.62105777774877
24,6.5,30.5,14.5691042657873,37.7039356890619,2.344896187819,2.55030855877922
24.5,6.5,31,14.605144297847,37.8056994406672,2.2735711283935,2.48247522372439
25,6.5,31.5,14.6364550415889,37.9043105473974,2.20507616786197,2.4173924142399
25.5,6.5,32,14.663189475921,37.9999168629773,2.13925630981718,2.3549075428119
26,6.5,32.5,14.6854916019802,38.0926571436834,2.07596735348501,2.29487802825636
26.5,6.5,33,14.7034971319375,38.1826617375486,2.01507492856834,2.23717161328284
27,6.5,33.5,14.7173341160746,38.2700532118471,1.95645407075486,2.18166490426016
27.5,6.5,34,14.727123514485,38.3549469252132,1.8999878148843,2.12824286751931
28,6.5,34.5,14.7329797190166,38.4374515500104,1.84556752848071,2.0767981084293
28.5,6.5,35,14.7350110304315,38.5176695499268,1.79309125080233,2.02723071758188
29,6.5,35.5,14.7333200951955,38.5956976172092,1.74246354713803,1.97944632933063
29.5,6.5,36,14.7280043058242,38.6716270734626,1.69359525327505,1.93335734673608
30,6.5,36.5,14.7191561682766,38.7455442375059,1.64640261601034,1.88888142954044
5,7,12,6.27732030675338,28.090345062038,6.27732030675338,6.34994290519829
5.5,7,12.5,6.90203498355353,28.7182882166539,6.90203498355353,6.96168485195674
6,7,13,7.47695072628158,29.2981121526246,7.47695072628157,7.52263468568417
6.5,7,13.5,8.00741455749779,29.8351635187325,8.00741455749779,8.03830567929753
7,7,14,8.4980098233212,30.3340251594303,8.49800982332116,8.51339666182895
7.5,7,14.5,8.95268788379674,30.7986478052465,8.57283178624795,8.58235451619828
8,7,15,9.37487346517166,31.2324554251097,8.09826007074852,8.11688989640169
8.5,7,15.5,9.76754962138988,31.6384301879005,7.66459432740941,7.69195302774671
9,7,16,10.1333267652858,32.0191814937131,7.26690719117954,7.30264850296705
9.5,7,16.5,10.4744991486302,32.3770024539776,6.90103113887456,6.94483617379023
10,7,17,10.7930913750855,32.7139164045031,6.56341461506288,6.61498845322008
10.5,7,17.5,11.0908969394879,33.0317154448555,6.25101259785957,6.31008137401076
11,7,18,11.3695103438894,33.3319925545062,5.96119884970661,6.02750726867365
11.5,7,18.5,11.6303540055669,33.616168500957,5.6916952809624,5.76500444904027
12,7,19,11.8747009163694,33.8855144992131,5.4405190878509,5.52060472383972
12.5,7,19.5,12.103693815984,34.1411713851843,5.20593227799549,5.2925833846799
13,7,20,12.3183614891814,34.3841659130755,4.98640830668389,5.07942565413994
13.5,7,20.5,12.5196326780681,34.6154246677936,4.78059886360271,4.87979409276104
14,7,21,12.7083480068424,34.8357859898677,4.58731090450565,4.692505329925
14.5,7,21.5,12.8852702425988,35.0460102364272,4.40548273828543,4.51650634963712
15,7,22,13.0510931568975,35.2467886429555,4.23416762664646,4.35085872139865
15.5,7,22.5,13.2064492057588,35.4387510034767,4.07251962749503,4.1947238991939
16,7,23,13.3519162078834,35.622472348979,3.91977853031398,4.04734858130397
16.5,7,23.5,13.4880231702988,35.7984787732737,3.77526150541447,3.90805601853229
17,7,24,13.6152553857639,35.9672525306213,3.63835122503727,3.77623493368389
17.5,7,24.5,13.7340589059653,36.1292365091589,3.50849073843815,3.65133382595458
18,7,25,13.8448444778924,36.284838167517,3.38517511478128,3.53285266138434
18.5,7,25.5,13.9479910170719,36.4344330083038,3.26794501743352,3.42033676853405
19,7,26,14.0438486800066,36.578367650804,3.15638270802313,3.31337281509368
19.5,7,26.5,14.1327415887514,36.7169625558244,3.05010742372159,3.21158410450607
20,7,27,14.2149702527199,36.8505144477792,2.94877052971732,3.11462572054875
20.5,7,27.5,14.290813726254,36.9792984725478,2.85205333178173,3.02218274760468
21,7,28,14.360531534985,37.1035701241335,2.75966319299919,2.93396578712068
21.5,7,28.5,14.4243653993796,37.2235669685166,2.67133126770653,2.84970932540017
22,7,29,14.4825407799464,37.3395101891775,2.58681027781708,2.76916879950416
22.5,7,29.5,14.5352682652618,37.4516059754478,2.50587195112777,2.69211892944694
23,7,30,14.5827448211516,37.5600467720272,2.4283059380454,2.61835203031023
23.5,7,30.5,14.6251549169593,37.6650124055966,2.35391742564707,2.54767573309854
24,7,31,14.6626715427794,37.7666711024038,2.28252619333333,2.47991234493748
24.5,7,31.5,14.6954571297676,37.8651804089375,2.21396514966969,2.41489685780694
25,7,32,14.7236643841291,37.9606880262873,2.14807921487237,2.35247647259257
25.5,7,32.5,14.7474370440799,38.0533325674859,2.08472406467483,2.29250893861352
26,7,33,14.7669105679497,38.1432442460027,2.02376553601243,2.2348620716488
26.5,7,33.5,14.78221276062,38.2305455025809,1.96507872297396,2.17941274479673
27,7,34,14.7934643446429,38.3153515767653,1.90854668617461,2.12604575493734
27.5,7,34.5,14.8007794816547,38.3977710287326,1.85406066827506,2.07465429204601
28,7,35,14.8042662490501,38.4779062163936,1.80151878503767,2.02513778976666
28.5,7,35.5,14.8040270763309,38.555853732176,1.75082590385895,1.9774028981237
29,7,36,14.800159145046,38.6317048034095,1.70189254918095,1.93136161036651
29.5,7,36.5,14.7927547558146,38.7055456598027,1.65463506242795,1.88693157537021
30,7,37,14.7819016655452,38.7774578711242,1.60897477542793,1.84403562234171
5,7.5,12.5,6.90757174674627,28.686423530805,6.90757174674624,6.95396050377212
5.5,7.5,13,7.48352385501117,29.2656041168856,7.48352385501117,7.51428790169723
6,7.5,13.5,8.01507113675166,29.8020595918688,8.01507113675166,8.02938659007116
6.5,7.5,14,8.50679172525401,30.3003677152628,8.506791725254,8.5039505681897
7,7.5,14.5,8.96263246913741,30.7644748340206,8.58235507107502,8.57283236454563
7.5,7.5,15,9.38601416774527,31.1978011179691,8.10788377182942,8.10788380692557
8,7.5,15.5,9.77991643837941,31.6033254270915,7.67429863435264,7.68341851993561
8.5,7.5,16,10.1469466709091,31.9836542661938,7.2766744074958,7.29454572929508
9,7.5,16.5,10.4893964451586,32.3410782023599,6.91084627131803,6.93713058263513
9.5,7.5,17,10.8092879922631,32.6776183263846,6.57326392496237,6.6076486987757
10,7.5,17.5,11.1084126911989,32.9950647493906,6.26088465418322,6.30307984667736
10.5,7.5,18,11.3883631492001,33.2950086833418,5.97108328871143,6.02081904106101
11,7.5,18.5,11.6505600799211,33.5788693193119,5.70158418192341,5.7586082052566
11.5,7.5,19,11.896274937652,33.8479164618161,5.45040347996953,5.514479356176
12,7.5,19.5,12.1266490693196,34.1032896809373,5.21580550340495,5.28671086279991
12.5,7.5,20,12.3427099936599,34.3460145916342,4.99626432572313,5.0737896931825
13,7.5,20.5,12.5453852980433,34.5770167507115,4.79043239750871,4.8743795359537
13.5,7.5,21,12.7355145500088,34.7971335685085,4.59711721669388,4.687298685326
14,7.5,21.5,12.9138595466927,35.0071245584921,4.41525738640974,4.51149489913226
14.5,7.5,22,13.0811131665754,35.2076801891779,4.24390729981116,4.34603144942218
15,7.5,22.5,13.2379070409634,35.3994295557955,4.08222055895218,4.19006967279007
15.5,7.5,23,13.3848182248093,35.5829470513012,3.92943791802896,4.04285798163525
16,7.5,23.5,13.5223750159034,35.7587581857731,3.78487626616689,3.90371967173212
16.5,7.5,24,13.6510620466322,35.9273446783812,3.64791976490306,3.77204516740924
17,7.5,24.5,13.7713247522203,36.0891489258517,3.5180108863459,3.64728263174688
17.5,7.5,25,13.883573302747,36.2445779347147,3.39464463932317,3.5289327044496
18,7.5,25.5,13.9881860725368,36.3940067909355,3.27736247365466,3.41654168058967
18.5,7.5,26,14.0855127091977,36.5377817292036,3.16574685227791,3.30969652889762
19,7.5,26.5,14.1758768551837,36.6762228547552,3.05941682688795,3.20802057559335
19.5,7.5,27,14.2595785669234,36.8096265627705,2.95802421069054,3.11117000141192
20,7.5,27.5,14.3368964700046,36.938267693838,2.86125029436786,3.0188295997651
20.5,7.5,28,14.408089683407,37.0624014584749,2.76880251213276,2.93071052229554
21,7.5,28.5,14.473399541145,37.1822651590676,2.68041219008981,2.84654733557825
21.5,7.5,29,14.5330511357687,37.2980797336798,2.59583227079936,2.76609626071192
22,7.5,29.5,14.5872547048585,37.4100511428637,2.5148343523332,2.68913183902828
22.5,7.5,30,14.6362068788299,37.5183716177899,2.43720850407714,2.6154468879394
23,7.5,30.5,14.6800918059608,37.6232207856105,2.36275937077092,2.5448488279365
23.5,7.5,31,14.719082168505,37.7247666859163,2.29130759620021,2.4771606543301
24,7.5,31.5,14.7533401019901,37.8231666903885,2.22268563711941,2.41221742729894
24.5,7.5,32,14.7830180282893,37.9185683362333,2.15673848127599,2.34986632210952
25,7.5,32.5,14.8082594117516,38.0111100826839,2.09332211337945,2.28996534457886
25.5,7.5,33,14.8291994465498,38.1009219987299,2.03230209747874,2.23238245391701
26,7.5,33.5,14.8459656824319,38.188126389259,1.97355372405786,2.17699447629901
26.5,7.5,34,14.8586785952158,38.2728383659508,1.91696010303997,2.12368670545205
27,7.5,34.5,14.8674521076316,38.355166368528,1.86241260977224,2.07235229749984
27.5,7.5,35,14.8723940654768,38.4352126413289,1.80980928624371,2.02289091506681
28,7.5,35.5,14.8736066734883,38.513073669606,1.75905497595502,1.97520906415899
28.5,7.5,36,14.8711868948477,38.5888405794668,1.71006007370964,1.92921850787008
29,7.5,36.5,14.8652268178053,38.6625995049429,1.66274127640935,1.88483788536296
29.5,7.5,37,14.855813992534,38.7344319252962,1.61701991167675,1.84198952675912
30,7.5,37.5,14.8430317409883,38.8044149753413,1.57282217554969,1.80060128623916
5,8,13,7.48952708442557,29.2308673920867,7.48952708442557,7.50536879837807
5.5,8,13.5,8.02211733730686,29.7666861227838,8.02211733730684,8.01985611269964
6,8,14,8.51492580206157,30.2644027807811,8.51492580206153,8.49385682683618
6.5,8,14.5,8.9718945153153,30.7279590289265,8.59122360466053,8.56265637828149
7,8,15,9.39644008900058,31.1607709774862,8.11689016543543,8.0982602777996
7.5,8,15.5,9.79153847686767,31.565813950694,7.6834183413747,7.6742984746825
8,8,16,10.1597938472579,31.9456913595725,7.28588756858483,7.28588762426624
8.5,8,16.5,10.5034949335363,32.3026910524235,6.92013485653909,6.92889662119777
9,8,17,10.8246614403103,32.6388317211141,6.58261285222013,6.59980585323713
9.5,8,17.5,11.1250824942755,32.9559013519995,6.2702799765416,6.29559831245119
10,8,18,11.4063486865651,33.2554892683593,5.98051342074813,6.01367267596042
10.5,8,18.5,11.6698789190182,33.5390129767624,5.71103843716001,5.75177290418754
11,8,19,11.9169430115398,33.8077407745331,5.45987276372572,5.50793387727854
11.5,8,19.5,12.1486808313783,34.0628108791449,5.22528164154707,5.28043584839603
12,8,20,12.3661185529856,34.3052476882058,5.00573986138084,5.06776728685654
12.5,8,20.5,12.5701825383566,34.5359756599334,4.79990116514219,4.86859404609426
13,8,21,12.7617112344347,34.7558312107054,4.60657327281418,4.68173497378716
13.5,8,21.5,12.9414654103841,34.9655729524862,4.42469579439231,4.50613993391845
14,8,22,13.1101369988401,35.1658905342419,4.25332320711509,4.34087264526637
14.5,8,22.5,13.2683567582942,35.3574123044992,4.09161026575699,4.1850962335274
15,8,23,13.4167009360058,35.5407119744404,3.93879784536791,4.03805922324209
15.5,8,23.5,13.5556970802965,35.7163144303909,3.79420310580619,3.89908623331395
16,8,24,13.6858291262734,35.8847008197456,3.65721035271816,3.76756783970319
16.5,8,24.5,13.8075418587775,36.046313014129,3.52726269119276,3.64295344731157
17,8,25,13.9212448397421,36.2015575369761,3.40385570169814,3.52474412241304
17.5,8,25.5,14.0273158734747,36.3508090290449,3.28653041324189,3.41248642018756
18,8,26,14.1261040720616,36.4944133140628,3.17486989827005,3.30576804173378
18.5,8,26.5,14.2179325737093,36.6326901173177,3.06849326089906,3.20421289677051
19,8,27,14.3031009590109,36.7659354821848,2.96705245787854,3.10747719677679
19.5,8,27.5,14.3818874035815,36.894423923031,2.8702292320697,3.01524639282581
20,8,28,14.4545506000164,37.0184103474523,2.77773088022581,2.92723183355613
20.5,8,28.5,14.5213314774993,37.1381317761696,2.689289082541,2.84316871881004
21,8,29,14.5824547434799,37.253808885005,2.6046564994508,2.76281299041939
21.5,8,29.5,14.6381302685326,37.3656473900462,2.52360541703088,2.68594005322257
22,8,30,14.688554332688,37.4738392942956,2.44592532817356,2.61234241560567
22.5,8,30.5,14.733910749135,37.5785640116975,2.37142170290829,2.54182831585146
