"theta","phi","sum","Dmax1","Dmax2","d1","d2"
"68",13,5.5,18.5,11.5644280957937,33.7126956506654,11.5644280957937,12.3893225418877
"69",13.5,5.5,19,11.8045599418065,33.9828150625096,11.8045599418064,12.6414494754594
"70",14,5.5,19.5,12.0293049404634,34.2392060544663,12.0293049404634,12.8773985150416
"71",14.5,5.5,20,12.2396952042078,34.4828983290139,12.2396952042078,13.09824786964
"72",15,5.5,20.5,12.436662514666,34.7148211317015,12.436662514666,13.3049695989883
"73",15.5,5.5,21,12.621050281616,34.9358152103114,12.621050281616,13.4984441862744
"74",16,5.5,21.5,12.7936238332272,35.1466431053004,12.7936238332272,13.6794705836629
"75",16.5,5.5,22,12.9550793030475,35.347998037,12.9550793030474,13.8487756077426
"76",17,5.5,22.5,13.1060513320216,35.5405116078565,13.1060513320215,14.0070219792675
"77",17.5,5.5,23,13.2471197658598,35.724760500031,13.2471197658598,14.1548156207487
"78",18,5.5,23.5,13.3788154973845,35.9012723179867,13.3788154973845,14.2927117886788
"79",18.5,5.5,24,13.5016255785437,36.0705307007531,13.5016255785437,14.421220144635
"80",19,5.5,24.5,13.6159977064239,36.2329798081988,13.6159977064239,14.5408095895021
"81",19.5,5.5,25,13.7223441709005,36.3890282689511,13.7223441709005,14.6519124247944
"82",20,5.5,25.5,13.8210453378185,36.5390526638554,13.8210453378185,14.7549281507288
"83",20.5,5.5,26,13.9124527302249,36.6834006074962,13.9124527302248,14.8502258353476
"84",21,5.5,26.5,13.9968917607416,36.8223934808677,13.9968917607411,14.9381483451466
"85",21.5,5.5,27,14.0746641602986,36.9563288604132,13.6521092329064,14.6055472267759
"86",22,5.5,27.5,14.1460501418712,37.0854826820799,13.1675548162757,14.1362837869291
"87",22.5,5.5,28,14.2113103323458,37.2101111735094,12.7074225595626,13.691092526471
"88",23,5.5,28.5,14.2706875009876,37.3304525828408,12.2699479774465,13.2682184726141
"89",23.5,5.5,29,14.324408109057,37.4467287286719,11.8535351301767,12.8660751929519
"90",24,5.5,29.5,14.3726837017946,37.5591463923966,11.456736969449,12.4832238486276
"91",24.5,5.5,30,14.4157121611625,37.66789857131,11.0782358611865,12.118355098263
"92",25,5.5,30.5,14.4536788353203,37.7731656084561,10.7168320594599,11.7702771846527
"93",25.5,5.5,31,14.4867575587527,37.8751162131363,10.3714280382303,11.4378999120463
"94",26,5.5,31.5,14.5151115751955,37.9739083842261,10.0410202606841,11.1202264989359
"95",26.5,5.5,32,14.5388943739928,38.0696902469313,9.72468677028291,10.8163421009675
"96",27,5.5,32.5,14.5582504492052,38.1626008123051,9.42158076046102,10.5254062343728
"97",27.5,5.5,33,14.5733159896628,38.2527706677184,9.13092168701188,10.2466446996723
"98",28,5.5,33.5,14.5842195071755,38.3403226054966,8.85198978621377,9.97934309420542
"99",28.5,5.5,34,14.5910824092668,38.4253721960894,8.58411956373571,9.72284186853852
"100",29,5.5,34.5,14.5940195220576,38.5080283113987,8.32669520063,9.47653101858945
"101",29.5,5.5,35,14.593139568285,38.5883936032507,8.07914568934772,9.23984402489657
"102",30,5.5,35.5,14.5885456048768,38.6665649414334,7.84094149863793,9.01225684845473
"103",5,6,11,4.84558546848004,26.7169304955237,4.84558546848004,5.31463768314455
"104",5.5,6,11.5,5.58799054871494,27.4625640535743,5.58799054871494,6.09701366334586
"105",6,6,12,6.26677947720936,28.1462611753114,6.26677947720936,6.81073769297166
"106",6.5,6,12.5,6.8893850687828,28.7754543017765,6.8893850687828,7.46434967392922
"107",7,6,13,7.46209681651551,29.3564324243836,7.46209681651551,8.06489338151536
"108",7.5,6,13.5,7.99027264164493,29.8945528348537,7.99027264164492,8.61826445413011
"109",8,6,14,8.47850526846658,30.3944075001636,8.47850526846657,9.12945294274027
"110",8.5,6,14.5,8.93075417682214,30.8599550150918,8.93075417682214,9.60272096902467
"111",9,6,15,9.3504511640688,31.294626164255,9.3504511640688,10.0417367512822
"112",9.5,6,15.5,9.74058547567704,31.7014090527835,9.74058547567704,10.4496772334274
"113",10,6,16,10.1037729738173,32.0829182749939,10.1037729738173,10.8293114088706
"114",10.5,6,16.5,10.4423127298146,32.4414515069412,10.4423127298146,11.1830642779317
"115",11,6,17,10.7582336296728,32.7790361120485,10.7582336296728,11.5130700423012
"116",11.5,6,17.5,11.0533329900525,33.0974677572015,11.0533329900525,11.8212152764957
"117",12,6,18,11.3292087382242,33.3983425928268,11.3292087382242,12.1091747865008
"118",12.5,6,18.5,11.5872863736198,33.683084214579,11.5872863736198,12.3784404595313
"119",13,6,19,11.8288416722672,33.9529663679203,11.8288416722672,12.6303458528477
"120",13.5,6,19.5,12.0550198982023,34.2091321596868,12.0550198982023,12.8660877707605
"121",14,6,20,12.2668521331369,34.4526103879212,12.2668521331369,13.0867429526037
"122",14.5,6,20.5,12.4652692163854,34.6843294819728,12.4652692163853,13.293283269058
"123",15,6,21,12.6511136933387,34.9051294511557,12.6511136933387,13.4865879980043
"124",15.5,6,21.5,12.8251500966751,35.1157721661519,12.8251500966751,13.6674552221592
"125",16,6,22,12.9880738255505,35.316950238405,12.9880738255504,13.8366115895965
"126",16.5,6,22.5,13.1405188408616,35.5092947155956,13.1405188408616,13.9947189555642
"127",17,6,23,13.2830643567412,35.6933817733575,13.2830643567412,14.1423826905822
"128",17.5,6,23.5,13.416240677782,35.8697385527346,13.416240677782,14.2801578021574
"129",18,6,24,13.5405343065699,36.0388482679535,13.5405343065699,14.4085533253055
"130",18.5,6,24.5,13.6563924257655,36.2011546887564,13.6563924257655,14.5280378518929
"131",19,6,25,13.7642268422966,36.357066084853,13.7642268422966,14.6390429593319
"132",19.5,6,25.5,13.8644174674881,36.5069587063201,13.8644174674881,14.7419681838225
"133",20,6,26,13.9573153955979,36.6511798624162,13.9573153955979,14.8371823710233
"134",20.5,6,26.5,14.0432456337986,36.7900506518514,14.0432456337986,14.9250274906712
"135",21,6,27,14.1225095287864,36.9238683896939,13.6985181811601,14.5927183779763
"136",21.5,6,27.5,14.1953869286272,37.0529087695232,13.2134793218891,14.1238676209034
"137",22,6,28,14.2621381129344,37.1774277939245,12.7528715016113,13.6790669830826
"138",22.5,6,28.5,14.3230055198273,37.2976635017722,12.3149310576707,13.2565643711718
"139",23,6,29,14.3782152941957,37.4138375168304,11.8980613098683,12.8547747004741
"140",23.5,6,29.5,14.4279786784712,37.5261564388674,11.5008135528378,12.4722591718287
"141",24,6,30,14.4724932642764,37.6348130956598,11.1218711195788,12.1077108997577
"142",24.5,6,30.5,14.5119441209188,37.7399876718477,10.7600333052802,11.7599385799859
"143",25,6,31,14.5465048146302,37.8418487285474,10.414202675087,11.4278534804357
"144",25.5,6,31.5,14.5763383306915,37.9405541258565,10.0833744940389,11.1104588930283
"145",26,6,32,14.6015979090635,38.0362518588755,9.7666276708205,10.806841622463
"146",26.5,6,32.5,14.6224278028378,38.1290808165577,9.46311430171215,10.5161615898339
"147",27,6,33,14.6389639676917,38.219171471573,9.17205368034333,10.2376444446597
"148",27.5,6,33.5,14.6513346895558,38.3066465083928,8.89272580112087,9.97057783319701
"149",28,6,34,14.659661156853,38.3916213959556,8.62446524015924,9.71430194478481
"150",28.5,6,34.5,14.6640579829319,38.474204910536,8.36665570961235,9.46820703240457
"151",29,6,35,14.6646336836739,38.5544996137964,8.11872685090625,9.23172842589434
"152",29.5,6,35.5,14.6614911146925,38.6326022904396,7.88014779940181,9.00434117321846
"153",30,6,36,14.6547278720528,38.7086043493908,7.65042570464233,8.78555745501921
"154",5,6.5,11.5,5.59247319484253,27.4363298137774,5.59247319484253,6.0911893834374
"155",5.5,6.5,12,6.27228872151652,28.1193738182671,6.27228872151652,6.80423153641165
"156",6,6.5,12.5,6.89597260367447,28.7479658936677,6.89597260367446,7.45721919077247
"157",6.5,6.5,13,7.46980819880598,29.3283890236909,7.46980819880598,8.05718915945447
"158",7,6.5,13.5,7.99914818262339,29.8659953823827,7.99914818262339,8.61003153467117
"159",7.5,6.5,14,8.48858076503896,30.3653725501389,8.48858076503895,9.12073178182904
"160",8,6.5,14.5,8.94206151661199,30.8304753402002,8.94206151661199,9.59354782744531
"161",8.5,6.5,15,9.36301882968737,31.2647312598482,9.36301882968737,10.0321441540902
"162",9,6.5,15.5,9.75443896768008,31.6711255597576,9.75443896768008,10.4396950170217
"163",9.5,6.5,16,10.1189351675966,32.0522703365943,10.1189351675966,10.8189664266757
"164",10,6.5,16.5,10.4588041784379,32.4104610715058,10.4588041784379,11.1723813143338
"165",10.5,6.5,17,10.7760728222124,32.7477231912303,10.7760728222124,11.5020717546631
"166",11,6.5,17.5,11.0725365730347,33.0658506473017,11.0725365730347,11.8099227737871
"167",11.5,6.5,18,11.3497917063473,33.3664380653875,11.3497917063473,12.0976073148683
"168",12,6.5,18.5,11.6092622347265,33.6509076812203,11.6092622347265,12.3666156168139
"169",12.5,6.5,19,11.8522225906373,33.9205320234878,11.8522225906373,12.6182804719605
"170",13,6.5,19.5,12.079816819503,34.1764531070474,12.079816819503,12.8537972258262
"171",13.5,6.5,20,12.293074893783,34.4196987471588,12.293074893783,13.0742415064977
"172",14,6.5,20.5,12.4929266395927,34.6511964862682,12.4929266395927,13.280584376263
"173",14.5,6.5,21,12.6802136737729,34.8717855312516,12.6802136737729,13.4737044594085
"174",15,6.5,21.5,12.8556996752885,35.0822270249967,12.8556996752885,13.6543990968831
"175",15.5,6.5,22,13.0200792559463,35.2832129173143,13.0200792559463,13.8233937839344
"176",16,6.5,22.5,13.1739856483164,35.4753736530622,13.1739856483163,13.9813500455198
"177",16.5,6.5,23,13.3179973908443,35.6592848574695,13.3179973908443,14.1288729387042
"178",17,6.5,23.5,13.4526441595088,35.8354731680164,13.4526441595088,14.2665164011756
"179",17.5,6.5,24,13.5784118704843,36.0044213373282,13.5784118704843,14.3947892590259
"180",18,6.5,24.5,13.6957471579511,36.1665727112259,13.6957471579511,14.5141594133227
"181",18.5,6.5,25,13.8050613145283,36.3223351694104,13.8050613145283,14.6250587617135
"182",19,6.5,25.5,13.9067337680893,36.4720846025369,13.9067337680893,14.7278855206599
"183",19.5,6.5,26,14.0011151573657,36.6161679880889,14.0011151573654,14.8230086957803
"184",20,6.5,26.5,14.08853005933,36.7549061180396,14.0885300593299,14.9107699610574
"185",20.5,6.5,27,14.1692794134961,36.8885960234402,13.7438839254533,14.5787782909133
"186",21,6.5,27.5,14.2436426817089,37.0175131345077,13.2583965929188,14.1103747956556
"187",21.5,6.5,28,14.3118797764875,37.1419132092748,12.7973496025811,13.6659998924734
"188",22,6.5,28.5,14.3742327863428,37.2620340592241,12.3589767639898,13.2439012011482
"189",22.5,6.5,29,14.4309275225723,37.3780970964085,11.9416806465371,12.84249434636
"190",23,6.5,29.5,14.4821749087112,37.4903087232371,11.5440141076236,12.4603445137858
"191",23.5,6.5,30,14.5281722309957,37.5988615832832,11.1646595464539,12.0961449627732
"192",24,6.5,30.5,14.5691042657873,37.7039356890619,10.8024152262353,11.7487045738127
"193",24.5,6.5,31,14.605144297847,37.8056994406672,10.4561840083885,11.4169367847518
"194",25,6.5,31.5,14.6364550415889,37.9043105473974,10.12496122854,11.0998454576285
"195",25.5,6.5,32,14.663189475921,37.9999168629773,9.80782482399358,10.796518535782
"196",26,6.5,32.5,14.6854916019802,38.0926571436834,9.50392679003391,10.5061155437395
"197",26.5,6.5,33,14.7034971319375,38.1826617375486,9.21248672904857,10.2278647234613
"198",27,6.5,33.5,14.7173341160746,38.2700532118471,8.93278432705879,9.96105283190194
"199",27.5,6.5,34,14.727123514485,38.3549469252132,8.66415401230388,9.70502194545685
"200",28,6.5,34.5,14.7329797190166,38.4374515500104,8.40597953499703,9.45916246846242
"201",28.5,6.5,35,14.7350110304315,38.5176695499268,8.15768945595875,9.22290945582968
"202",29,6.5,35.5,14.7333200951955,38.5956976172092,7.91875381721014,8.99573931844006
"203",29.5,6.5,36,14.7280043058242,38.6716270734626,7.68867947546946,8.77716515954823
"204",30,6.5,36.5,14.7191561682766,38.7455442375059,7.46700732224203,8.56673274801197
"205",5,7,12,6.27732030675338,28.090345062038,6.27732030675338,6.7972072885292
"206",5.5,7,12.5,6.90203498355353,28.7182882166539,6.90203498355352,7.4495208341652
"207",6,7,13,7.47695072628158,29.2981121526246,7.47695072628158,8.04887147527492
"208",6.5,7,13.5,8.00741455749779,29.8351635187325,8.00741455749778,8.60114316611458
"209",7,7,14,8.4980098233212,30.3340251594303,8.49800982332119,9.11131611512305
"210",7.5,7,14.5,8.95268788379674,30.7986478052465,8.95268788379674,9.58364405949884
"211",8,7,15,9.37487346517166,31.2324554251097,9.37487346517166,10.0217875357619
"212",8.5,7,15.5,9.76754962138988,31.6384301879005,9.76754962138988,10.4289177940177
"213",9,7,16,10.1333267652858,32.0191814937131,10.1333267652858,10.8077976695117
"214",9.5,7,16.5,10.4744991486302,32.3770024539776,10.4744991486302,11.1608477081766
"215",10,7,17,10.7930913750855,32.7139164045031,10.7930913750855,11.490197774922
"216",10.5,7,17.5,11.0908969394879,33.0317154448555,11.0908969394878,11.7977310109407
"217",11,7,18,11.3695103438894,33.3319925545062,11.3695103438894,12.0851183980777
"218",11.5,7,18.5,11.6303540055669,33.616168500957,11.6303540055669,12.3538489267176
"219",12,7,19,11.8747009163694,33.8855144992131,11.8747009163694,12.6052541031201
"220",12.5,7,19.5,12.103693815984,34.1411713851843,12.103693815984,12.840527658724
"221",13,7,20,12.3183614891814,34.3841659130755,12.3183614891814,13.0607445227205
"222",13.5,7,20.5,12.5196326780681,34.6154246677936,12.5196326780681,13.2668744562145
"223",14,7,21,12.7083480068424,34.8357859898677,12.7083480068424,13.4597949470903
"224",14.5,7,21.5,12.8852702425988,35.0460102364272,12.8852702425987,13.6403030431952
"225",15,7,22,13.0510931568975,35.2467886429555,13.0510931568974,13.809123280753
"226",15.5,7,22.5,13.2064492057588,35.4387510034767,13.2064492057588,13.9669166027058
"227",16,7,23,13.3519162078834,35.622472348979,13.3519162078834,14.1142871693548
"228",16.5,7,23.5,13.4880231702988,35.7984787732737,13.4880231702988,14.2517884902007
"229",17,7,24,13.6152553857639,35.9672525306213,13.6152553857639,14.3799288200192
"230",17.5,7,24.5,13.7340589059653,36.1292365091589,13.7340589059653,14.4991761016897
"231",18,7,25,13.8448444778924,36.284838167517,13.8448444778924,14.6099606430185
"232",18.5,7,25.5,13.9479910170719,36.4344330083038,13.9479910170719,14.7126813531791
"233",19,7,26,14.0438486800066,36.578367650804,14.0438486800066,14.8077061145816
"234",19.5,7,26.5,14.1327415887514,36.7169625558244,14.1327415887514,14.8953769266734
"235",20,7,27,14.2149702527199,36.8505144477792,13.7882029817508,14.56372818022
"236",20.5,7,27.5,14.290813726254,36.9792984725478,13.3023050474805,14.0958082501793
"237",21,7,28,14.360531534985,37.1035701241335,12.8408529134761,13.6518919551536
"238",21.5,7,28.5,14.4243653993796,37.2235669685166,12.4020804071926,13.2302286544126
"239",22,7,29,14.4825407799464,37.3395101891775,11.9843912306634,12.8292369792978
"240",22.5,7,29.5,14.5352682652618,37.4516059754478,11.5863358739431,12.4474812705421
"241",23,7,30,14.5827448211516,37.5600467720272,11.2065979625523,12.0836578730592
"242",23.5,7,30.5,14.6251549169593,37.6650124055966,10.8439745555992,11.736576038398
"243",24,7,31,14.6626715427794,37.7666711024038,10.4973692058214,11.405150523985
"244",24.5,7,31.5,14.6954571297676,37.8651804089375,10.1657766922972,11.0883868398103
"245",25,7,32,14.7236643841291,37.9606880262873,9.84827493333045,10.7853728909312
"246",25.5,7,32.5,14.7474370440799,38.0533325674859,9.54401555109373,10.4952695668184
"247",26,7,33,14.7669105679497,38.1432442460027,9.25221862710834,10.2173062459886
"248",26.5,7,33.5,14.78221276062,38.2305455025809,8.97216298898511,9.95076969325749
"249",27,7,34,14.7934643446429,38.3153515767653,8.70318345440588,9.6950034103916
"250",27.5,7,34.5,14.8007794816547,38.3977710287326,8.44466323833815,9.44939753382794
"251",28,7,35,14.8042662490501,38.4779062163936,8.19603113353071,9.21338842152011
"252",28.5,7,35.5,14.8040270763309,38.555853732176,7.95675703103572,8.9864529273727
"253",29,7,36,14.800159145046,38.6317048034095,7.72634726308274,8.7681036726354
"254",29.5,7,36.5,14.7927547558146,38.7055456598027,7.50434346561202,8.55788884416789
"255",30,7,37,14.7819016655452,38.7774578711242,7.29031742259748,8.35538585975736
"256",5,7.5,12.5,6.90757174674627,28.686423530805,6.90757174674627,7.4412551165848
"257",5.5,7.5,13,7.48352385501117,29.2656041168856,7.48352385501117,8.03994072735975
"258",6,7.5,13.5,8.01507113675166,29.8020595918688,8.01507113675166,8.59159969308237
"259",6.5,7.5,14,8.50679172525401,30.3003677152628,8.50679172525401,9.1012066211769
"260",7,7.5,14.5,8.96263246913741,30.7644748340206,8.96263246913741,9.57301042269697
"261",7.5,7.5,15,9.38601416774527,31.1978011179691,9.38601416774527,10.0106677614674
"262",8,7.5,15.5,9.77991643837941,31.6033254270915,9.77991643837941,10.4173462359853
"263",8.5,7.5,16,10.1469466709091,31.9836542661938,10.1469466709091,10.7958058279446
"264",9,7.5,16.5,10.4893964451586,32.3410782023599,10.4893964451586,11.1484640444105
"265",9.5,7.5,17,10.8092879922631,32.6776183263846,10.8092879922631,11.4774487910981
"266",10,7.5,17.5,11.1084126911989,32.9950647493906,11.1084126911989,11.7846407353357
"267",10.5,7.5,18,11.3883631492001,33.2950086833418,11.3883631492001,12.0717092776708
"268",11,7.5,18.5,11.6505600799211,33.5788693193119,11.6505600799211,12.3401417974861
"269",11.5,7.5,19,11.896274937652,33.8479164618161,11.896274937652,12.591267848803
"270",12,7.5,19.5,12.1266490693196,34.1032896809373,12.1266490693196,12.8262802987739
"271",12.5,7.5,20,12.3427099936599,34.3460145916342,12.3427099936599,13.0462527550151
"272",13,7.5,20.5,12.5453852980433,34.5770167507115,12.5453852980433,13.2521539296862
"273",13.5,7.5,21,12.7355145500088,34.7971335685085,12.7355145500088,13.4448605461592
"274",14,7.5,21.5,12.9138595466927,35.0071245584921,12.9138595466927,13.6251683792997
"275",14.5,7.5,22,13.0811131665754,35.2076801891779,13.0811131665754,13.7938013364549
"276",15,7.5,22.5,13.2379070409634,35.3994295557955,13.2379070409634,13.9514195417758
"277",15.5,7.5,23,13.3848182248093,35.5829470513012,13.3848182248093,14.0986264724199
"278",16,7.5,23.5,13.5223750159034,35.7587581857731,13.5223750159034,14.2359752697297
"279",16.5,7.5,24,13.6510620466322,35.9273446783812,13.6510620466322,14.3639734037994
"280",17,7.5,24.5,13.7713247522203,36.0891489258517,13.7713247522202,14.4830883330573
"281",17.5,7.5,25,13.883573302747,36.2445779347147,13.883573302747,14.5937501614988
"282",18,7.5,25.5,13.9881860725368,36.3940067909355,13.9881860725367,14.6963566890775
"283",18.5,7.5,26,14.0855127091977,36.5377817292036,14.0855127091977,14.7912762150687
"284",19,7.5,26.5,14.1758768551837,36.6762228547552,14.1758768551835,14.8788496532068
"285",19.5,7.5,27,14.2595785669234,36.8096265627705,13.831472046843,14.5475687700148
"286",20,7.5,27.5,14.3368964700046,36.938267693838,13.3452000992628,14.0801679326232
"287",20.5,7.5,28,14.408089683407,37.0624014584749,12.8833779434968,13.636743992337
"288",21,7.5,28.5,14.473399541145,37.1822651590676,12.4442400327653,13.2155489510431
"289",21.5,7.5,29,14.5330511357687,37.2980797336798,12.0261888018197,12.815002030198
"290",22,7.5,29.5,14.5872547048585,37.4100511428637,11.6277756201351,12.4336702880149
"291",22.5,7.5,30,14.6362068788299,37.5183716177899,11.2476823683176,12.0702499232714
"292",23,7.5,30.5,14.6800918059608,37.6232207856105,10.8847081315028,11.7235535795393
"293",23.5,7.5,31,14.719082168505,37.7247666859163,10.5377549040021,11.3924955918417
"294",24,7.5,31.5,14.7533401019901,37.8231666903885,10.2058178931685,11.0760834797915
"295",24.5,7.5,32,14.7830180282893,37.9185683362333,9.88797494974547,10.7734055089575
"296",25,7.5,32.5,14.8082594117516,38.0111100826839,9.58337771107977,10.483624665343
"297",25.5,7.5,33,14.8291994465498,38.1009219987299,9.29124567164731,10.2059693189921
"298",26,7.5,33.5,14.8459656824319,38.188126389259,9.01085837722366,9.93972887144957
"299",26.5,7.5,34,14.8586785952158,38.2728383659508,8.74154963237503,9.68424580772673
"300",27,7.5,34.5,14.8674521076316,38.355166368528,8.48270339337804,9.43891260135057
"301",27.5,7.5,35,14.8723940654768,38.4352126413289,8.23374858432123,9.20316587134858
"302",28,7.5,35.5,14.8736066734883,38.513073669606,7.99415416255332,8.97648191951193
"303",28.5,7.5,36,14.8711868948477,38.5888405794668,7.76342700441917,8.75837505290445
"304",29,7.5,36.5,14.8652268178053,38.6625995049429,7.54110847881099,8.54839335685389
"305",29.5,7.5,37,14.855813992534,38.7344319252962,7.32677018610108,8.34611488462457
"306",30,7.5,37.5,14.8430317409883,38.8044149753413,7.12001322294533,8.15114727289277
"307",5,8,13,7.48952708442557,29.2308673920867,7.48952708442557,8.03039772713636
"308",5.5,8,13.5,8.02211733730686,29.7666861227838,8.02211733730685,8.58140186825483
"309",6,8,14,8.51492580206157,30.2644027807811,8.51492580206156,9.09040383988866
"310",6.5,8,14.5,8.9718945153153,30.7279590289265,8.9718945153153,9.56164775720194
"311",7,8,15,9.39644008900058,31.1607709774862,9.39644008900058,9.99878562104557
"312",7.5,8,15.5,9.79153847686767,31.565813950694,9.79153847686766,10.4049813386009
"313",8,8,16,10.1597938472579,31.9456913595725,10.1597938472579,10.7829916526108
"314",8.5,8,16.5,10.5034949335363,32.3026910524235,10.5034949335363,11.1352313914375
"315",9,8,17,10.8246614403103,32.6388317211141,10.8246614403103,11.4638256097987
"316",9.5,8,17.5,11.1250824942755,32.9559013519995,11.1250824942755,11.7706529666152
"317",10,8,18,11.4063486865651,33.2554892683593,11.4063486865651,12.0573807565847
"318",10.5,8,18.5,11.6698789190182,33.5390129767624,11.6698789190182,12.3254945354214
"319",11,8,19,11.9169430115398,33.8077407745331,11.9169430115398,12.5763226560663
